weather tornado 1950, cosine similarity=-0.00
flower rose 1950, cosine similarity=0.28
flower rose 1990, cosine similarity=0.28

flower lilac 1950, cosine similarity=0.41
flower lilac 1990, cosine similarity=0.33

flower slot 1950, cosine similarity=0.11
flower slot 1990, cosine similarity=0.17

weapon gun 1950, cosine similarity=0.38
weapon gun 1990, cosine similarity=0.44

weapon club 1950, cosine similarity=0.15
weapon club 1990, cosine similarity=0.12

weapon babe 1950, cosine similarity=0.14
weapon babe 1990, cosine similarity=0.05

crime murder 1950, cosine similarity=0.51
crime murder 1990, cosine similarity=0.45

crime speeding 1950, cosine similarity=-0.00
crime speeding 1990, cosine similarity=0.09

crime dragons 1950, cosine similarity=-0.05
crime dragons 1990, cosine similarity=0.04

in house 1950, cosine similarity=0.04
in house 1990, cosine similarity=0.03

in cabin 1950, cosine similarity=0.05
in cabin 1990, cosine similarity=0.04

in jelly 1950, cosine similarity=-0.06
in jelly 1990, cosine similarity=0.06

product milk 1950, cosine similarity=0.16
product milk 1990, cosine similarity=0.18

product cream 1950, cosine similarity=0.09
product cream 1990, cosine similarity=0.02

product gold 1950, cosine similarity=0.00
product gold 1990, cosine similarity=0.02

feeling sad 1950, cosine similarity=0.21
feeling sad 1990, cosine similarity=0.27

feeling envy 1950, cosine similarity=0.29
feeling envy 1990, cosine similarity=0.30

feeling well 1950, cosine similarity=0.10
feeling well 1990, cosine similarity=0.18

meat chicken 1950, cosine similarity=0.41
meat chicken 1990, cosine similarity=0.47

meat ham 1950, cosine similarity=0.36
meat ham 1990, cosine similarity=0.28

meat shrub 1950, cosine similarity=0.17
meat shrub 1990, cosine similarity=0.19

color blue 1950, cosine similarity=0.41
color blue 1990, cosine similarity=0.33

color tan 1950, cosine similarity=0.32
color tan 1990, cosine similarity=0.20

color zone 1950, cosine similarity=0.11
color zone 1990, cosine similarity=0.09

read book 1950, cosine similarity=0.32
read book 1990, cosine similarity=0.32

read article 1950, cosine similarity=0.24
read article 1990, cosine similarity=0.15

read warts 1950, cosine similarity=-0.14
read warts 1990, cosine similarity=-0.05

seasoning salt 1950, cosine similarity=0.36
seasoning salt 1990, cosine similarity=0.36

seasoning herbs 1950, cosine similarity=0.31
seasoning herbs 1990, cosine similarity=0.27

seasoning risk 1950, cosine similarity=-0.02
seasoning risk 1990, cosine similarity=-0.06

furniture table 1950, cosine similarity=0.12
furniture table 1990, cosine similarity=0.10

furniture shelf 1950, cosine similarity=0.18
furniture shelf 1990, cosine similarity=0.18

furniture elbow 1950, cosine similarity=-0.01
furniture elbow 1990, cosine similarity=-0.07

seasoning pepper 1950, cosine similarity=0.41
seasoning pepper 1990, cosine similarity=0.44

seasoning ketchup 1950, cosine similarity=0.00
seasoning ketchup 1990, cosine similarity=0.26

seasoning peanut 1950, cosine similarity=0.36
seasoning peanut 1990, cosine similarity=0.30

furniture chair 1950, cosine similarity=0.11
furniture chair 1990, cosine similarity=0.15

furniture stool 1950, cosine similarity=0.03
furniture stool 1990, cosine similarity=0.05

furniture witch 1950, cosine similarity=-0.04
furniture witch 1990, cosine similarity=0.04

fruit banana 1950, cosine similarity=0.31
fruit banana 1990, cosine similarity=0.35

fruit melon 1950, cosine similarity=0.33
fruit melon 1990, cosine similarity=0.23

fruit wagon 1950, cosine similarity=0.11
fruit wagon 1990, cosine similarity=0.06

clothing shirt 1950, cosine similarity=0.29
clothing shirt 1990, cosine similarity=0.23

clothing coat 1950, cosine similarity=0.25
clothing coat 1990, cosine similarity=0.26

clothing fish 1950, cosine similarity=0.09
clothing fish 1990, cosine similarity=0.13

rodent rat 1950, cosine similarity=0.00
rodent rat 1990, cosine similarity=0.28

rodent gopher 1950, cosine similarity=0.00
rodent gopher 1990, cosine similarity=0.14

rodent ribs 1950, cosine similarity=0.00
rodent ribs 1990, cosine similarity=0.03

house kitchen 1950, cosine similarity=0.32
house kitchen 1990, cosine similarity=0.31

house office 1950, cosine similarity=0.22
house office 1990, cosine similarity=0.23

house monkey 1950, cosine similarity=-0.03
house monkey 1990, cosine similarity=0.05

animal lion 1950, cosine similarity=0.29
animal lion 1990, cosine similarity=0.17

animal zebra 1950, cosine similarity=0.10
animal zebra 1990, cosine similarity=0.06

animal acid 1950, cosine similarity=0.08
animal acid 1990, cosine similarity=0.07

vegetable carrot 1950, cosine similarity=0.22
vegetable carrot 1990, cosine similarity=0.33

vegetable beet 1950, cosine similarity=0.34
vegetable beet 1990, cosine similarity=0.27

vegetable rest 1950, cosine similarity=0.06
vegetable rest 1990, cosine similarity=0.03

season spring 1950, cosine similarity=0.44
season spring 1990, cosine similarity=0.38

season cold 1950, cosine similarity=0.23
season cold 1990, cosine similarity=0.23

season stump 1950, cosine similarity=0.01
season stump 1990, cosine similarity=0.05

tool shovel 1950, cosine similarity=0.22
tool shovel 1990, cosine similarity=0.13

tool spade 1950, cosine similarity=0.22
tool spade 1990, cosine similarity=0.10

tool lunch 1950, cosine similarity=-0.07
tool lunch 1990, cosine similarity=-0.05

relative uncle 1950, cosine similarity=-0.01
relative uncle 1990, cosine similarity=-0.05

relative son 1950, cosine similarity=-0.07
relative son 1990, cosine similarity=-0.10

relative slice 1950, cosine similarity=-0.09
relative slice 1990, cosine similarity=0.02

animal cow 1950, cosine similarity=0.42
animal cow 1990, cosine similarity=0.36

animal ox 1950, cosine similarity=0.27
animal ox 1990, cosine similarity=0.28

animal ivy 1950, cosine similarity=0.08
animal ivy 1990, cosine similarity=0.07

body leg 1950, cosine similarity=0.21
body leg 1990, cosine similarity=0.25

body chest 1950, cosine similarity=0.21
body chest 1990, cosine similarity=0.17

body gyms 1950, cosine similarity=0.00
body gyms 1990, cosine similarity=0.00

color red 1950, cosine similarity=0.33
color red 1990, cosine similarity=0.30

color brown 1950, cosine similarity=0.38
color brown 1990, cosine similarity=0.26

color nest 1950, cosine similarity=0.03
color nest 1990, cosine similarity=0.05

in apartment 1950, cosine similarity=0.11
in apartment 1990, cosine similarity=0.02

in tent 1950, cosine similarity=0.03
in tent 1990, cosine similarity=0.04

in domino 1950, cosine similarity=0.00
in domino 1990, cosine similarity=-0.06

fabric cotton 1950, cosine similarity=0.22
fabric cotton 1990, cosine similarity=0.24

fabric lace 1950, cosine similarity=0.23
fabric lace 1990, cosine similarity=0.27

fabric payday 1950, cosine similarity=0.00
fabric payday 1990, cosine similarity=0.00

shape triangle 1950, cosine similarity=0.24
shape triangle 1990, cosine similarity=0.19

shape cone 1950, cosine similarity=0.31
shape cone 1990, cosine similarity=0.27

shape tailor 1950, cosine similarity=0.08
shape tailor 1990, cosine similarity=0.07

animal cat 1950, cosine similarity=0.26
animal cat 1990, cosine similarity=0.28

animal pig 1950, cosine similarity=0.33
animal pig 1990, cosine similarity=0.30

animal bus 1950, cosine similarity=-0.08
animal bus 1990, cosine similarity=-0.01

rodent mouse 1950, cosine similarity=0.00
rodent mouse 1990, cosine similarity=0.24

rodent shrew 1950, cosine similarity=0.00
rodent shrew 1990, cosine similarity=0.09

rodent fudge 1950, cosine similarity=0.00
rodent fudge 1990, cosine similarity=0.08

tree branch 1950, cosine similarity=0.34
tree branch 1990, cosine similarity=0.32

tree twig 1950, cosine similarity=0.44
tree twig 1990, cosine similarity=0.36

tree plaza 1950, cosine similarity=0.22
tree plaza 1990, cosine similarity=0.07

green grass 1950, cosine similarity=0.40
green grass 1990, cosine similarity=0.35

green frogs 1950, cosine similarity=0.19
green frogs 1990, cosine similarity=0.07

green giant 1950, cosine similarity=0.18
green giant 1990, cosine similarity=0.14

 fork 1950, cosine similarity=0.00
 fork 1990, cosine similarity=0.00

 mixer 1950, cosine similarity=0.00
 mixer 1990, cosine similarity=0.00

 text 1950, cosine similarity=0.00
 text 1990, cosine similarity=0.00

metal steel 1950, cosine similarity=0.49
metal steel 1990, cosine similarity=0.52

metal tin 1950, cosine similarity=0.41
metal tin 1990, cosine similarity=0.42

metal halo 1950, cosine similarity=0.04
metal halo 1990, cosine similarity=0.16

animal dog 1950, cosine similarity=0.34
animal dog 1990, cosine similarity=0.37

animal mouse 1950, cosine similarity=0.29
animal mouse 1990, cosine similarity=0.15

animal pink 1950, cosine similarity=0.03
animal pink 1990, cosine similarity=0.09

bicycle wheel 1950, cosine similarity=0.42
bicycle wheel 1990, cosine similarity=0.34

bicycle lock 1950, cosine similarity=0.17
bicycle lock 1990, cosine similarity=0.11

bicycle store 1950, cosine similarity=0.21
bicycle store 1990, cosine similarity=0.10

wood oak 1950, cosine similarity=0.30
wood oak 1990, cosine similarity=0.29

wood elm 1950, cosine similarity=0.26
wood elm 1990, cosine similarity=0.13

wood key 1950, cosine similarity=0.02
wood key 1990, cosine similarity=-0.03

season fall 1950, cosine similarity=0.18
season fall 1990, cosine similarity=0.18

season hunting 1950, cosine similarity=0.26
season hunting 1990, cosine similarity=0.21

season force 1950, cosine similarity=-0.03
season force 1990, cosine similarity=-0.03

music rap 1950, cosine similarity=0.01
music rap 1990, cosine similarity=0.27

music gospel 1950, cosine similarity=0.10
music gospel 1990, cosine similarity=0.15

music riot 1950, cosine similarity=0.09
music riot 1990, cosine similarity=0.17

instrument flute 1950, cosine similarity=0.24
instrument flute 1990, cosine similarity=0.27

instrument harp 1950, cosine similarity=0.22
instrument harp 1990, cosine similarity=0.26

instrument snap 1950, cosine similarity=-0.02
instrument snap 1990, cosine similarity=0.01

bread white 1950, cosine similarity=0.16
bread white 1990, cosine similarity=0.13

bread french 1950, cosine similarity=-0.12
bread french 1990, cosine similarity=0.09

bread ruins 1950, cosine similarity=-0.02
bread ruins 1990, cosine similarity=0.04

fuel gas 1950, cosine similarity=0.45
fuel gas 1990, cosine similarity=0.46

fuel coal 1950, cosine similarity=0.44
fuel coal 1990, cosine similarity=0.44

fuel kid 1950, cosine similarity=-0.01
fuel kid 1990, cosine similarity=-0.01

hikers boots 1950, cosine similarity=0.00
hikers boots 1990, cosine similarity=0.22

hikers compass 1950, cosine similarity=0.00
hikers compass 1990, cosine similarity=0.07

hikers track 1950, cosine similarity=0.00
hikers track 1990, cosine similarity=0.14

flies bird 1950, cosine similarity=0.43
flies bird 1990, cosine similarity=0.31

flies bat 1950, cosine similarity=0.26
flies bat 1990, cosine similarity=0.18

flies rice 1950, cosine similarity=0.05
flies rice 1990, cosine similarity=0.16

body arm 1950, cosine similarity=0.23
body arm 1990, cosine similarity=0.23

body neck 1950, cosine similarity=0.27
body neck 1990, cosine similarity=0.31

body rag 1950, cosine similarity=0.02
body rag 1990, cosine similarity=0.08

house bathroom 1950, cosine similarity=0.26
house bathroom 1990, cosine similarity=0.20

house study 1950, cosine similarity=-0.04
house study 1990, cosine similarity=-0.09

house zombie 1950, cosine similarity=0.00
house zombie 1990, cosine similarity=0.00

clothing socks 1950, cosine similarity=0.35
clothing socks 1990, cosine similarity=0.32

clothing tie 1950, cosine similarity=0.15
clothing tie 1990, cosine similarity=0.12

clothing item 1950, cosine similarity=0.17
clothing item 1990, cosine similarity=0.22

animal pig 1950, cosine similarity=0.33
animal pig 1990, cosine similarity=0.30

animal mule 1950, cosine similarity=0.19
animal mule 1990, cosine similarity=0.20

animal pipe 1950, cosine similarity=-0.01
animal pipe 1990, cosine similarity=0.00

job doctor 1950, cosine similarity=0.20
job doctor 1990, cosine similarity=0.20

job banker 1950, cosine similarity=0.08
job banker 1990, cosine similarity=0.10

job puppet 1950, cosine similarity=0.01
job puppet 1990, cosine similarity=-0.09

read newspaper 1950, cosine similarity=0.30
read newspaper 1990, cosine similarity=0.32

read letter 1950, cosine similarity=0.31
read letter 1990, cosine similarity=0.23

read vulture 1950, cosine similarity=-0.07
read vulture 1990, cosine similarity=0.03

makeup lipstick 1950, cosine similarity=0.13
makeup lipstick 1990, cosine similarity=0.30

makeup gloss 1950, cosine similarity=0.09
makeup gloss 1990, cosine similarity=0.09

makeup inmate 1950, cosine similarity=0.00
makeup inmate 1990, cosine similarity=0.10

season winter 1950, cosine similarity=0.53
season winter 1990, cosine similarity=0.43

season christmas 1950, cosine similarity=0.31
season christmas 1990, cosine similarity=0.28

season turnips 1950, cosine similarity=0.17
season turnips 1990, cosine similarity=0.13

fruit apple 1950, cosine similarity=0.49
fruit apple 1990, cosine similarity=0.39

fruit lime 1950, cosine similarity=0.23
fruit lime 1990, cosine similarity=0.25

fruit slow 1950, cosine similarity=0.04
fruit slow 1990, cosine similarity=0.07

fabric silk 1950, cosine similarity=0.28
fabric silk 1990, cosine similarity=0.30

fabric velvet 1950, cosine similarity=0.20
fabric velvet 1990, cosine similarity=0.20

fabric organ 1950, cosine similarity=0.12
fabric organ 1990, cosine similarity=0.06

weapon knife 1950, cosine similarity=0.38
weapon knife 1990, cosine similarity=0.35

weapon spear 1950, cosine similarity=0.37
weapon spear 1990, cosine similarity=0.30

weapon cliff 1950, cosine similarity=-0.02
weapon cliff 1990, cosine similarity=0.01

feeling happy 1950, cosine similarity=0.13
feeling happy 1990, cosine similarity=0.20

feeling calm 1950, cosine similarity=0.20
feeling calm 1990, cosine similarity=0.29

feeling name 1950, cosine similarity=0.03
feeling name 1990, cosine similarity=0.08

fruit orange 1950, cosine similarity=0.25
fruit orange 1990, cosine similarity=0.25

fruit plum 1950, cosine similarity=0.34
fruit plum 1990, cosine similarity=0.23

fruit tubas 1950, cosine similarity=0.00
fruit tubas 1990, cosine similarity=0.00

tool hammer 1950, cosine similarity=0.28
tool hammer 1990, cosine similarity=0.23

tool ruler 1950, cosine similarity=0.15
tool ruler 1990, cosine similarity=0.20

tool box 1950, cosine similarity=0.16
tool box 1990, cosine similarity=0.18

farmers tractor 1950, cosine similarity=0.11
farmers tractor 1990, cosine similarity=0.07

farmers rake 1950, cosine similarity=-0.00
farmers rake 1990, cosine similarity=0.05

farmers bookcase 1950, cosine similarity=-0.08
farmers bookcase 1990, cosine similarity=-0.03

flies airplane 1950, cosine similarity=0.17
flies airplane 1990, cosine similarity=0.19

flies moth 1950, cosine similarity=0.33
flies moth 1990, cosine similarity=0.31

flies possum 1950, cosine similarity=0.00
flies possum 1990, cosine similarity=0.12

weather tornado 1950, cosine similarity=-0.00
weather tornado 1990, cosine similarity=0.15

weather sleet 1950, cosine similarity=0.21
weather sleet 1990, cosine similarity=0.18

weather cereal 1950, cosine similarity=0.06
weather cereal 1990, cosine similarity=-0.04

shape circle 1950, cosine similarity=0.11
shape circle 1990, cosine similarity=0.12

shape oval 1950, cosine similarity=0.35
shape oval 1990, cosine similarity=0.31

shape capes 1950, cosine similarity=-0.03
shape capes 1990, cosine similarity=-0.01

meat pork 1950, cosine similarity=0.53
meat pork 1990, cosine similarity=0.57

meat veal 1950, cosine similarity=0.35
meat veal 1990, cosine similarity=0.44

meat pulp 1950, cosine similarity=0.23
meat pulp 1990, cosine similarity=0.23

meat beef 1950, cosine similarity=0.61
meat beef 1990, cosine similarity=0.63

meat duck 1950, cosine similarity=0.21
meat duck 1990, cosine similarity=0.19

meat ring 1950, cosine similarity=0.02
meat ring 1990, cosine similarity=0.04

instrument drum 1950, cosine similarity=0.15
instrument drum 1990, cosine similarity=0.18

instrument banjo 1950, cosine similarity=0.11
instrument banjo 1990, cosine similarity=0.09

instrument bolt 1950, cosine similarity=0.02
instrument bolt 1990, cosine similarity=0.07

storm thunder 1950, cosine similarity=0.48
storm thunder 1990, cosine similarity=0.38

storm blizzard 1950, cosine similarity=0.25
storm blizzard 1990, cosine similarity=0.24

storm cannons 1950, cosine similarity=0.14
storm cannons 1990, cosine similarity=0.19

crime robbery 1950, cosine similarity=0.47
crime robbery 1990, cosine similarity=0.42

crime arson 1950, cosine similarity=0.27
crime arson 1990, cosine similarity=0.24

crime signal 1950, cosine similarity=-0.05
crime signal 1990, cosine similarity=-0.12

clothing pants 1950, cosine similarity=0.18
clothing pants 1990, cosine similarity=0.16

clothing gloves 1950, cosine similarity=0.29
clothing gloves 1990, cosine similarity=0.40

clothing masks 1950, cosine similarity=0.24
clothing masks 1990, cosine similarity=0.23

flower rose 1950, cosine similarity=0.28
flower rose 1990, cosine similarity=0.28

flower lilac 1950, cosine similarity=0.41
flower lilac 1990, cosine similarity=0.33

flower slot 1950, cosine similarity=0.11
flower slot 1990, cosine similarity=0.17

weapon gun 1950, cosine similarity=0.38
weapon gun 1990, cosine similarity=0.44

weapon club 1950, cosine similarity=0.15
weapon club 1990, cosine similarity=0.12

weapon babe 1950, cosine similarity=0.14
weapon babe 1990, cosine similarity=0.05

crime murder 1950, cosine similarity=0.51
crime murder 1990, cosine similarity=0.45

crime speeding 1950, cosine similarity=-0.00
crime speeding 1990, cosine similarity=0.09

crime dragons 1950, cosine similarity=-0.05
crime dragons 1990, cosine similarity=0.04

in house 1950, cosine similarity=0.04
in house 1990, cosine similarity=0.03

in cabin 1950, cosine similarity=0.05
in cabin 1990, cosine similarity=0.04

in jelly 1950, cosine similarity=-0.06
in jelly 1990, cosine similarity=0.06

product milk 1950, cosine similarity=0.16
product milk 1990, cosine similarity=0.18

product cream 1950, cosine similarity=0.09
product cream 1990, cosine similarity=0.02

product gold 1950, cosine similarity=0.00
product gold 1990, cosine similarity=0.02

feeling sad 1950, cosine similarity=0.21
feeling sad 1990, cosine similarity=0.27

feeling envy 1950, cosine similarity=0.29
feeling envy 1990, cosine similarity=0.30

feeling well 1950, cosine similarity=0.10
feeling well 1990, cosine similarity=0.18

meat chicken 1950, cosine similarity=0.41
meat chicken 1990, cosine similarity=0.47

meat ham 1950, cosine similarity=0.36
meat ham 1990, cosine similarity=0.28

meat shrub 1950, cosine similarity=0.17
meat shrub 1990, cosine similarity=0.19

color blue 1950, cosine similarity=0.41
color blue 1990, cosine similarity=0.33

color tan 1950, cosine similarity=0.32
color tan 1990, cosine similarity=0.20

color zone 1950, cosine similarity=0.11
color zone 1990, cosine similarity=0.09

read book 1950, cosine similarity=0.32
read book 1990, cosine similarity=0.32

read article 1950, cosine similarity=0.24
read article 1990, cosine similarity=0.15

read warts 1950, cosine similarity=-0.14
read warts 1990, cosine similarity=-0.05

seasoning salt 1950, cosine similarity=0.36
seasoning salt 1990, cosine similarity=0.36

seasoning herbs 1950, cosine similarity=0.31
seasoning herbs 1990, cosine similarity=0.27

seasoning risk 1950, cosine similarity=-0.02
seasoning risk 1990, cosine similarity=-0.06

furniture table 1950, cosine similarity=0.12
furniture table 1990, cosine similarity=0.10

furniture shelf 1950, cosine similarity=0.18
furniture shelf 1990, cosine similarity=0.18

furniture elbow 1950, cosine similarity=-0.01
furniture elbow 1990, cosine similarity=-0.07

seasoning pepper 1950, cosine similarity=0.41
seasoning pepper 1990, cosine similarity=0.44

seasoning ketchup 1950, cosine similarity=0.00
seasoning ketchup 1990, cosine similarity=0.26

seasoning peanut 1950, cosine similarity=0.36
seasoning peanut 1990, cosine similarity=0.30

furniture chair 1950, cosine similarity=0.11
furniture chair 1990, cosine similarity=0.15

furniture stool 1950, cosine similarity=0.03
furniture stool 1990, cosine similarity=0.05

furniture witch 1950, cosine similarity=-0.04
furniture witch 1990, cosine similarity=0.04

fruit banana 1950, cosine similarity=0.31
fruit banana 1990, cosine similarity=0.35

fruit melon 1950, cosine similarity=0.33
fruit melon 1990, cosine similarity=0.23

fruit wagon 1950, cosine similarity=0.11
fruit wagon 1990, cosine similarity=0.06

clothing shirt 1950, cosine similarity=0.29
clothing shirt 1990, cosine similarity=0.23

clothing coat 1950, cosine similarity=0.25
clothing coat 1990, cosine similarity=0.26

clothing fish 1950, cosine similarity=0.09
clothing fish 1990, cosine similarity=0.13

rodent rat 1950, cosine similarity=0.00
rodent rat 1990, cosine similarity=0.28

rodent gopher 1950, cosine similarity=0.00
rodent gopher 1990, cosine similarity=0.14

rodent ribs 1950, cosine similarity=0.00
rodent ribs 1990, cosine similarity=0.03

house kitchen 1950, cosine similarity=0.32
house kitchen 1990, cosine similarity=0.31

house office 1950, cosine similarity=0.22
house office 1990, cosine similarity=0.23

house monkey 1950, cosine similarity=-0.03
house monkey 1990, cosine similarity=0.05

animal lion 1950, cosine similarity=0.29
animal lion 1990, cosine similarity=0.17

animal zebra 1950, cosine similarity=0.10
animal zebra 1990, cosine similarity=0.06

animal acid 1950, cosine similarity=0.08
animal acid 1990, cosine similarity=0.07

vegetable carrot 1950, cosine similarity=0.22
vegetable carrot 1990, cosine similarity=0.33

vegetable beet 1950, cosine similarity=0.34
vegetable beet 1990, cosine similarity=0.27

vegetable rest 1950, cosine similarity=0.06
vegetable rest 1990, cosine similarity=0.03

season spring 1950, cosine similarity=0.44
season spring 1990, cosine similarity=0.38

season cold 1950, cosine similarity=0.23
season cold 1990, cosine similarity=0.23

season stump 1950, cosine similarity=0.01
season stump 1990, cosine similarity=0.05

tool shovel 1950, cosine similarity=0.22
tool shovel 1990, cosine similarity=0.13

tool spade 1950, cosine similarity=0.22
tool spade 1990, cosine similarity=0.10

tool lunch 1950, cosine similarity=-0.07
tool lunch 1990, cosine similarity=-0.05

relative uncle 1950, cosine similarity=-0.01
relative uncle 1990, cosine similarity=-0.05

relative son 1950, cosine similarity=-0.07
relative son 1990, cosine similarity=-0.10

relative slice 1950, cosine similarity=-0.09
relative slice 1990, cosine similarity=0.02

animal cow 1950, cosine similarity=0.42
animal cow 1990, cosine similarity=0.36

animal ox 1950, cosine similarity=0.27
animal ox 1990, cosine similarity=0.28

animal ivy 1950, cosine similarity=0.08
animal ivy 1990, cosine similarity=0.07

body leg 1950, cosine similarity=0.21
body leg 1990, cosine similarity=0.25

body chest 1950, cosine similarity=0.21
body chest 1990, cosine similarity=0.17

body gyms 1950, cosine similarity=0.00
body gyms 1990, cosine similarity=0.00

color red 1950, cosine similarity=0.33
color red 1990, cosine similarity=0.30

color brown 1950, cosine similarity=0.38
color brown 1990, cosine similarity=0.26

color nest 1950, cosine similarity=0.03
color nest 1990, cosine similarity=0.05

in apartment 1950, cosine similarity=0.11
in apartment 1990, cosine similarity=0.02

in tent 1950, cosine similarity=0.03
in tent 1990, cosine similarity=0.04

in domino 1950, cosine similarity=0.00
in domino 1990, cosine similarity=-0.06

fabric cotton 1950, cosine similarity=0.22
fabric cotton 1990, cosine similarity=0.24

fabric lace 1950, cosine similarity=0.23
fabric lace 1990, cosine similarity=0.27

fabric payday 1950, cosine similarity=0.00
fabric payday 1990, cosine similarity=0.00

shape triangle 1950, cosine similarity=0.24
shape triangle 1990, cosine similarity=0.19

shape cone 1950, cosine similarity=0.31
shape cone 1990, cosine similarity=0.27

shape tailor 1950, cosine similarity=0.08
shape tailor 1990, cosine similarity=0.07

animal cat 1950, cosine similarity=0.26
animal cat 1990, cosine similarity=0.28

animal pig 1950, cosine similarity=0.33
animal pig 1990, cosine similarity=0.30

animal bus 1950, cosine similarity=-0.08
animal bus 1990, cosine similarity=-0.01

rodent mouse 1950, cosine similarity=0.00
rodent mouse 1990, cosine similarity=0.24

rodent shrew 1950, cosine similarity=0.00
rodent shrew 1990, cosine similarity=0.09

rodent fudge 1950, cosine similarity=0.00
rodent fudge 1990, cosine similarity=0.08

tree branch 1950, cosine similarity=0.34
tree branch 1990, cosine similarity=0.32

tree twig 1950, cosine similarity=0.44
tree twig 1990, cosine similarity=0.36

tree plaza 1950, cosine similarity=0.22
tree plaza 1990, cosine similarity=0.07

green grass 1950, cosine similarity=0.40
green grass 1990, cosine similarity=0.35

green frogs 1950, cosine similarity=0.19
green frogs 1990, cosine similarity=0.07

green giant 1950, cosine similarity=0.18
green giant 1990, cosine similarity=0.14

 fork 1950, cosine similarity=0.00
 fork 1990, cosine similarity=0.00

 mixer 1950, cosine similarity=0.00
 mixer 1990, cosine similarity=0.00

 text 1950, cosine similarity=0.00
 text 1990, cosine similarity=0.00

metal steel 1950, cosine similarity=0.49
metal steel 1990, cosine similarity=0.52

metal tin 1950, cosine similarity=0.41
metal tin 1990, cosine similarity=0.42

metal halo 1950, cosine similarity=0.04
metal halo 1990, cosine similarity=0.16

animal dog 1950, cosine similarity=0.34
animal dog 1990, cosine similarity=0.37

animal mouse 1950, cosine similarity=0.29
animal mouse 1990, cosine similarity=0.15

animal pink 1950, cosine similarity=0.03
animal pink 1990, cosine similarity=0.09

bicycle wheel 1950, cosine similarity=0.42
bicycle wheel 1990, cosine similarity=0.34

bicycle lock 1950, cosine similarity=0.17
bicycle lock 1990, cosine similarity=0.11

bicycle store 1950, cosine similarity=0.21
bicycle store 1990, cosine similarity=0.10

wood oak 1950, cosine similarity=0.30
wood oak 1990, cosine similarity=0.29

wood elm 1950, cosine similarity=0.26
wood elm 1990, cosine similarity=0.13

wood key 1950, cosine similarity=0.02
wood key 1990, cosine similarity=-0.03

season fall 1950, cosine similarity=0.18
season fall 1990, cosine similarity=0.18

season hunting 1950, cosine similarity=0.26
season hunting 1990, cosine similarity=0.21

season force 1950, cosine similarity=-0.03
season force 1990, cosine similarity=-0.03

music rap 1950, cosine similarity=0.01
music rap 1990, cosine similarity=0.27

music gospel 1950, cosine similarity=0.10
music gospel 1990, cosine similarity=0.15

music riot 1950, cosine similarity=0.09
music riot 1990, cosine similarity=0.17

instrument flute 1950, cosine similarity=0.24
instrument flute 1990, cosine similarity=0.27

instrument harp 1950, cosine similarity=0.22
instrument harp 1990, cosine similarity=0.26

instrument snap 1950, cosine similarity=-0.02
instrument snap 1990, cosine similarity=0.01

bread white 1950, cosine similarity=0.16
bread white 1990, cosine similarity=0.13

bread french 1950, cosine similarity=-0.12
bread french 1990, cosine similarity=0.09

bread ruins 1950, cosine similarity=-0.02
bread ruins 1990, cosine similarity=0.04

fuel gas 1950, cosine similarity=0.45
fuel gas 1990, cosine similarity=0.46

fuel coal 1950, cosine similarity=0.44
fuel coal 1990, cosine similarity=0.44

fuel kid 1950, cosine similarity=-0.01
fuel kid 1990, cosine similarity=-0.01

hikers boots 1950, cosine similarity=0.00
hikers boots 1990, cosine similarity=0.22

hikers compass 1950, cosine similarity=0.00
hikers compass 1990, cosine similarity=0.07

hikers track 1950, cosine similarity=0.00
hikers track 1990, cosine similarity=0.14

flies bird 1950, cosine similarity=0.43
flies bird 1990, cosine similarity=0.31

flies bat 1950, cosine similarity=0.26
flies bat 1990, cosine similarity=0.18

flies rice 1950, cosine similarity=0.05
flies rice 1990, cosine similarity=0.16

body arm 1950, cosine similarity=0.23
body arm 1990, cosine similarity=0.23

body neck 1950, cosine similarity=0.27
body neck 1990, cosine similarity=0.31

body rag 1950, cosine similarity=0.02
body rag 1990, cosine similarity=0.08

house bathroom 1950, cosine similarity=0.26
house bathroom 1990, cosine similarity=0.20

house study 1950, cosine similarity=-0.04
house study 1990, cosine similarity=-0.09

house zombie 1950, cosine similarity=0.00
house zombie 1990, cosine similarity=0.00

clothing socks 1950, cosine similarity=0.35
clothing socks 1990, cosine similarity=0.32

clothing tie 1950, cosine similarity=0.15
clothing tie 1990, cosine similarity=0.12

clothing item 1950, cosine similarity=0.17
clothing item 1990, cosine similarity=0.22

animal pig 1950, cosine similarity=0.33
animal pig 1990, cosine similarity=0.30

animal mule 1950, cosine similarity=0.19
animal mule 1990, cosine similarity=0.20

animal pipe 1950, cosine similarity=-0.01
animal pipe 1990, cosine similarity=0.00

job doctor 1950, cosine similarity=0.20
job doctor 1990, cosine similarity=0.20

