dad mom 1930, cosine similarity=0.00
friendship together 1940, cosine similarity=0.11
friendship together 1950, cosine similarity=0.16
friendship together 1960, cosine similarity=0.14
friendship together 1970, cosine similarity=0.10
friendship together 1980, cosine similarity=0.08

friendship bond 1930, cosine similarity=0.24
friendship bond 1940, cosine similarity=0.23
friendship bond 1950, cosine similarity=0.18
friendship bond 1960, cosine similarity=0.21
friendship bond 1970, cosine similarity=0.24
friendship bond 1980, cosine similarity=0.25

friendship happiness 1930, cosine similarity=0.23
friendship happiness 1940, cosine similarity=0.17
friendship happiness 1950, cosine similarity=0.22
friendship happiness 1960, cosine similarity=0.21
friendship happiness 1970, cosine similarity=0.22
friendship happiness 1980, cosine similarity=0.20

friendship special 1930, cosine similarity=-0.06
friendship special 1940, cosine similarity=0.01
friendship special 1950, cosine similarity=-0.04
friendship special 1960, cosine similarity=-0.04
friendship special 1970, cosine similarity=-0.07
friendship special 1980, cosine similarity=0.07

friendship caring 1930, cosine similarity=-0.07
friendship caring 1940, cosine similarity=-0.12
friendship caring 1950, cosine similarity=-0.08
friendship caring 1960, cosine similarity=0.00
friendship caring 1970, cosine similarity=0.12
friendship caring 1980, cosine similarity=0.16

friendship companion 1930, cosine similarity=0.14
friendship companion 1940, cosine similarity=0.08
friendship companion 1950, cosine similarity=0.12
friendship companion 1960, cosine similarity=0.11
friendship companion 1970, cosine similarity=0.04
friendship companion 1980, cosine similarity=0.10

friendship friendly 1930, cosine similarity=0.46
friendship friendly 1940, cosine similarity=0.42
friendship friendly 1950, cosine similarity=0.46
friendship friendly 1960, cosine similarity=0.48
friendship friendly 1970, cosine similarity=0.48
friendship friendly 1980, cosine similarity=0.41

friendship important 1930, cosine similarity=-0.06
friendship important 1940, cosine similarity=-0.03
friendship important 1950, cosine similarity=-0.02
friendship important 1960, cosine similarity=-0.00
friendship important 1970, cosine similarity=-0.01
friendship important 1980, cosine similarity=0.04

friendship nice 1930, cosine similarity=0.05
friendship nice 1940, cosine similarity=0.15
friendship nice 1950, cosine similarity=0.13
friendship nice 1960, cosine similarity=0.10
friendship nice 1970, cosine similarity=0.17
friendship nice 1980, cosine similarity=0.16

friendship people 1930, cosine similarity=0.09
friendship people 1940, cosine similarity=0.05
friendship people 1950, cosine similarity=0.12
friendship people 1960, cosine similarity=0.15
friendship people 1970, cosine similarity=0.11
friendship people 1980, cosine similarity=0.12

friendship ring 1930, cosine similarity=0.07
friendship ring 1940, cosine similarity=0.11
friendship ring 1950, cosine similarity=0.02
friendship ring 1960, cosine similarity=0.05
friendship ring 1970, cosine similarity=0.12
friendship ring 1980, cosine similarity=0.08

friendship unity 1930, cosine similarity=0.18
friendship unity 1940, cosine similarity=0.22
friendship unity 1950, cosine similarity=0.21
friendship unity 1960, cosine similarity=0.21
friendship unity 1970, cosine similarity=0.26
friendship unity 1980, cosine similarity=0.23

friendship warmth 1930, cosine similarity=0.26
friendship warmth 1940, cosine similarity=0.24
friendship warmth 1950, cosine similarity=0.30
friendship warmth 1960, cosine similarity=0.28
friendship warmth 1970, cosine similarity=0.27
friendship warmth 1980, cosine similarity=0.26

fries ketchup 1930, cosine similarity=0.00
fries ketchup 1940, cosine similarity=0.00
fries ketchup 1950, cosine similarity=0.00
fries ketchup 1960, cosine similarity=0.00
fries ketchup 1970, cosine similarity=0.00
fries ketchup 1980, cosine similarity=0.31

fries hamburger 1930, cosine similarity=0.00
fries hamburger 1940, cosine similarity=0.00
fries hamburger 1950, cosine similarity=0.00
fries hamburger 1960, cosine similarity=0.32
fries hamburger 1970, cosine similarity=0.35
fries hamburger 1980, cosine similarity=0.36

fries potato 1930, cosine similarity=0.00
fries potato 1940, cosine similarity=0.00
fries potato 1950, cosine similarity=0.29
fries potato 1960, cosine similarity=0.19
fries potato 1970, cosine similarity=0.28
fries potato 1980, cosine similarity=0.34

fries food 1930, cosine similarity=0.00
fries food 1940, cosine similarity=0.00
fries food 1950, cosine similarity=0.03
fries food 1960, cosine similarity=-0.02
fries food 1970, cosine similarity=0.03
fries food 1980, cosine similarity=0.04

fries grease 1930, cosine similarity=0.00
fries grease 1940, cosine similarity=0.00
fries grease 1950, cosine similarity=0.04
fries grease 1960, cosine similarity=0.15
fries grease 1970, cosine similarity=0.09
fries grease 1980, cosine similarity=0.21

fries salt 1930, cosine similarity=0.00
fries salt 1940, cosine similarity=0.00
fries salt 1950, cosine similarity=0.09
fries salt 1960, cosine similarity=0.09
fries salt 1970, cosine similarity=0.11
fries salt 1980, cosine similarity=0.09

fries mcdonald's 1930, cosine similarity=0.00
fries mcdonald's 1940, cosine similarity=0.00
fries mcdonald's 1950, cosine similarity=0.00
fries mcdonald's 1960, cosine similarity=0.00
fries mcdonald's 1970, cosine similarity=0.00
fries mcdonald's 1980, cosine similarity=0.00

fries fat 1930, cosine similarity=0.00
fries fat 1940, cosine similarity=0.00
fries fat 1950, cosine similarity=0.03
fries fat 1960, cosine similarity=0.10
fries fat 1970, cosine similarity=0.05
fries fat 1980, cosine similarity=0.03

fries good 1930, cosine similarity=0.00
fries good 1940, cosine similarity=0.00
fries good 1950, cosine similarity=-0.03
fries good 1960, cosine similarity=-0.02
fries good 1970, cosine similarity=-0.05
fries good 1980, cosine similarity=0.01

fright scare 1930, cosine similarity=0.22
fright scare 1940, cosine similarity=0.25
fright scare 1950, cosine similarity=0.20
fright scare 1960, cosine similarity=0.29
fright scare 1970, cosine similarity=0.22
fright scare 1980, cosine similarity=0.24

fright fear 1930, cosine similarity=0.38
fright fear 1940, cosine similarity=0.37
fright fear 1950, cosine similarity=0.25
fright fear 1960, cosine similarity=0.26
fright fear 1970, cosine similarity=0.31
fright fear 1980, cosine similarity=0.33

fright horror 1930, cosine similarity=0.38
fright horror 1940, cosine similarity=0.44
fright horror 1950, cosine similarity=0.35
fright horror 1960, cosine similarity=0.38
fright horror 1970, cosine similarity=0.41
fright horror 1980, cosine similarity=0.42

fright night 1930, cosine similarity=0.19
fright night 1940, cosine similarity=0.15
fright night 1950, cosine similarity=0.20
fright night 1960, cosine similarity=0.20
fright night 1970, cosine similarity=0.23
fright night 1980, cosine similarity=0.20

fright afraid 1930, cosine similarity=0.29
fright afraid 1940, cosine similarity=0.24
fright afraid 1950, cosine similarity=0.28
fright afraid 1960, cosine similarity=0.16
fright afraid 1970, cosine similarity=0.26
fright afraid 1980, cosine similarity=0.29

fright train 1930, cosine similarity=0.22
fright train 1940, cosine similarity=0.17
fright train 1950, cosine similarity=0.20
fright train 1960, cosine similarity=0.16
fright train 1970, cosine similarity=0.14
fright train 1980, cosine similarity=0.12

fright ghost 1930, cosine similarity=0.14
fright ghost 1940, cosine similarity=0.16
fright ghost 1950, cosine similarity=0.08
fright ghost 1960, cosine similarity=0.03
fright ghost 1970, cosine similarity=0.12
fright ghost 1980, cosine similarity=0.13

fright movie 1930, cosine similarity=0.07
fright movie 1940, cosine similarity=0.07
fright movie 1950, cosine similarity=0.05
fright movie 1960, cosine similarity=0.04
fright movie 1970, cosine similarity=0.01
fright movie 1980, cosine similarity=0.12

frightened scared 1930, cosine similarity=0.65
frightened scared 1940, cosine similarity=0.65
frightened scared 1950, cosine similarity=0.64
frightened scared 1960, cosine similarity=0.64
frightened scared 1970, cosine similarity=0.61
frightened scared 1980, cosine similarity=0.66

frightened afraid 1930, cosine similarity=0.58
frightened afraid 1940, cosine similarity=0.55
frightened afraid 1950, cosine similarity=0.60
frightened afraid 1960, cosine similarity=0.57
frightened afraid 1970, cosine similarity=0.58
frightened afraid 1980, cosine similarity=0.58

frightened darkness 1930, cosine similarity=0.19
frightened darkness 1940, cosine similarity=0.20
frightened darkness 1950, cosine similarity=0.17
frightened darkness 1960, cosine similarity=0.24
frightened darkness 1970, cosine similarity=0.21
frightened darkness 1980, cosine similarity=0.24

frightened fear 1930, cosine similarity=0.34
frightened fear 1940, cosine similarity=0.39
frightened fear 1950, cosine similarity=0.35
frightened fear 1960, cosine similarity=0.38
frightened fear 1970, cosine similarity=0.37
frightened fear 1980, cosine similarity=0.38

frightened child 1930, cosine similarity=0.21
frightened child 1940, cosine similarity=0.25
frightened child 1950, cosine similarity=0.16
frightened child 1960, cosine similarity=0.17
frightened child 1970, cosine similarity=0.19
frightened child 1980, cosine similarity=0.16

frightened girl 1930, cosine similarity=0.31
frightened girl 1940, cosine similarity=0.33
frightened girl 1950, cosine similarity=0.27
frightened girl 1960, cosine similarity=0.32
frightened girl 1970, cosine similarity=0.28
frightened girl 1980, cosine similarity=0.31

frigid cold 1930, cosine similarity=0.12
frigid cold 1940, cosine similarity=0.15
frigid cold 1950, cosine similarity=0.13
frigid cold 1960, cosine similarity=0.09
frigid cold 1970, cosine similarity=0.21
frigid cold 1980, cosine similarity=0.26

frigid ice 1930, cosine similarity=0.01
frigid ice 1940, cosine similarity=0.11
frigid ice 1950, cosine similarity=0.02
frigid ice 1960, cosine similarity=0.07
frigid ice 1970, cosine similarity=0.06
frigid ice 1980, cosine similarity=0.20

frigid fragile 1930, cosine similarity=0.11
frigid fragile 1940, cosine similarity=0.11
frigid fragile 1950, cosine similarity=0.01
frigid fragile 1960, cosine similarity=0.01
frigid fragile 1970, cosine similarity=0.11
frigid fragile 1980, cosine similarity=0.17

frigid refrigerator 1930, cosine similarity=0.03
frigid refrigerator 1940, cosine similarity=-0.06
frigid refrigerator 1950, cosine similarity=0.02
frigid refrigerator 1960, cosine similarity=0.07
frigid refrigerator 1970, cosine similarity=0.06
frigid refrigerator 1980, cosine similarity=-0.00

frigid rough 1930, cosine similarity=-0.00
frigid rough 1940, cosine similarity=0.03
frigid rough 1950, cosine similarity=-0.07
frigid rough 1960, cosine similarity=0.04
frigid rough 1970, cosine similarity=-0.07
frigid rough 1980, cosine similarity=0.12

frigid stiff 1930, cosine similarity=0.11
frigid stiff 1940, cosine similarity=0.08
frigid stiff 1950, cosine similarity=0.04
frigid stiff 1960, cosine similarity=0.05
frigid stiff 1970, cosine similarity=0.06
frigid stiff 1980, cosine similarity=0.17

frigid air 1930, cosine similarity=0.11
frigid air 1940, cosine similarity=0.07
frigid air 1950, cosine similarity=-0.00
frigid air 1960, cosine similarity=0.07
frigid air 1970, cosine similarity=0.18
frigid air 1980, cosine similarity=0.20

frigid woman 1930, cosine similarity=-0.02
frigid woman 1940, cosine similarity=-0.06
frigid woman 1950, cosine similarity=0.01
frigid woman 1960, cosine similarity=0.04
frigid woman 1970, cosine similarity=0.05
frigid woman 1980, cosine similarity=0.07

frill lace 1930, cosine similarity=0.00
frill lace 1940, cosine similarity=0.00
frill lace 1950, cosine similarity=0.00
frill lace 1960, cosine similarity=0.00
frill lace 1970, cosine similarity=0.00
frill lace 1980, cosine similarity=0.00

frill dress 1930, cosine similarity=0.00
frill dress 1940, cosine similarity=0.00
frill dress 1950, cosine similarity=0.00
frill dress 1960, cosine similarity=0.00
frill dress 1970, cosine similarity=0.00
frill dress 1980, cosine similarity=0.00

frill extra 1930, cosine similarity=0.00
frill extra 1940, cosine similarity=0.00
frill extra 1950, cosine similarity=0.00
frill extra 1960, cosine similarity=0.00
frill extra 1970, cosine similarity=0.00
frill extra 1980, cosine similarity=0.00

frill fancy 1930, cosine similarity=0.00
frill fancy 1940, cosine similarity=0.00
frill fancy 1950, cosine similarity=0.00
frill fancy 1960, cosine similarity=0.00
frill fancy 1970, cosine similarity=0.00
frill fancy 1980, cosine similarity=0.00

frill ruffle 1930, cosine similarity=0.00
frill ruffle 1940, cosine similarity=0.00
frill ruffle 1950, cosine similarity=0.00
frill ruffle 1960, cosine similarity=0.00
frill ruffle 1970, cosine similarity=0.00
frill ruffle 1980, cosine similarity=0.00

frill fluff 1930, cosine similarity=0.00
frill fluff 1940, cosine similarity=0.00
frill fluff 1950, cosine similarity=0.00
frill fluff 1960, cosine similarity=0.00
frill fluff 1970, cosine similarity=0.00
frill fluff 1980, cosine similarity=0.00

frill fringe 1930, cosine similarity=0.00
frill fringe 1940, cosine similarity=0.00
frill fringe 1950, cosine similarity=0.00
frill fringe 1960, cosine similarity=0.00
frill fringe 1970, cosine similarity=0.00
frill fringe 1980, cosine similarity=0.00

frill cheap 1930, cosine similarity=0.00
frill cheap 1940, cosine similarity=0.00
frill cheap 1950, cosine similarity=0.00
frill cheap 1960, cosine similarity=0.00
frill cheap 1970, cosine similarity=0.00
frill cheap 1980, cosine similarity=0.00

frill frolic 1930, cosine similarity=0.00
frill frolic 1940, cosine similarity=0.00
frill frolic 1950, cosine similarity=0.00
frill frolic 1960, cosine similarity=0.00
frill frolic 1970, cosine similarity=0.00
frill frolic 1980, cosine similarity=0.00

frill hair 1930, cosine similarity=0.00
frill hair 1940, cosine similarity=0.00
frill hair 1950, cosine similarity=0.00
frill hair 1960, cosine similarity=0.00
frill hair 1970, cosine similarity=0.00
frill hair 1980, cosine similarity=0.00

frill no 1930, cosine similarity=0.00
frill no 1940, cosine similarity=0.00
frill no 1950, cosine similarity=0.00
frill no 1960, cosine similarity=0.00
frill no 1970, cosine similarity=0.00
frill no 1980, cosine similarity=0.00

frill plain 1930, cosine similarity=0.00
frill plain 1940, cosine similarity=0.00
frill plain 1950, cosine similarity=0.00
frill plain 1960, cosine similarity=0.00
frill plain 1970, cosine similarity=0.00
frill plain 1980, cosine similarity=0.00

frisk search 1930, cosine similarity=0.00
frisk search 1940, cosine similarity=0.00
frisk search 1950, cosine similarity=0.00
frisk search 1960, cosine similarity=0.08
frisk search 1970, cosine similarity=0.13
frisk search 1980, cosine similarity=0.06

frisk police 1930, cosine similarity=0.00
frisk police 1940, cosine similarity=0.00
frisk police 1950, cosine similarity=0.00
frisk police 1960, cosine similarity=0.09
frisk police 1970, cosine similarity=0.14
frisk police 1980, cosine similarity=0.07

frisk cop 1930, cosine similarity=0.00
frisk cop 1940, cosine similarity=0.00
frisk cop 1950, cosine similarity=0.00
frisk cop 1960, cosine similarity=0.30
frisk cop 1970, cosine similarity=0.16
frisk cop 1980, cosine similarity=-0.01

frisk feel 1930, cosine similarity=0.00
frisk feel 1940, cosine similarity=0.00
frisk feel 1950, cosine similarity=0.00
frisk feel 1960, cosine similarity=0.12
frisk feel 1970, cosine similarity=-0.04
frisk feel 1980, cosine similarity=-0.00

frisk cat 1930, cosine similarity=0.00
frisk cat 1940, cosine similarity=0.00
frisk cat 1950, cosine similarity=0.00
frisk cat 1960, cosine similarity=0.22
frisk cat 1970, cosine similarity=0.05
frisk cat 1980, cosine similarity=0.12

frisk touch 1930, cosine similarity=0.00
frisk touch 1940, cosine similarity=0.00
frisk touch 1950, cosine similarity=0.00
frisk touch 1960, cosine similarity=0.09
frisk touch 1970, cosine similarity=-0.03
frisk touch 1980, cosine similarity=-0.01

frisk check 1930, cosine similarity=0.00
frisk check 1940, cosine similarity=0.00
frisk check 1950, cosine similarity=0.00
frisk check 1960, cosine similarity=0.09
frisk check 1970, cosine similarity=0.05
frisk check 1980, cosine similarity=0.03

frisk pat 1930, cosine similarity=0.00
frisk pat 1940, cosine similarity=0.00
frisk pat 1950, cosine similarity=0.00
frisk pat 1960, cosine similarity=0.15
frisk pat 1970, cosine similarity=0.22
frisk pat 1980, cosine similarity=0.13

frisk fast 1930, cosine similarity=0.00
frisk fast 1940, cosine similarity=0.00
frisk fast 1950, cosine similarity=0.00
frisk fast 1960, cosine similarity=0.15
frisk fast 1970, cosine similarity=0.01
frisk fast 1980, cosine similarity=-0.02

frisk frisky 1930, cosine similarity=0.00
frisk frisky 1940, cosine similarity=0.00
frisk frisky 1950, cosine similarity=0.00
frisk frisky 1960, cosine similarity=0.00
frisk frisky 1970, cosine similarity=0.00
frisk frisky 1980, cosine similarity=0.00

frisk officer 1930, cosine similarity=0.00
frisk officer 1940, cosine similarity=0.00
frisk officer 1950, cosine similarity=0.00
frisk officer 1960, cosine similarity=0.03
frisk officer 1970, cosine similarity=0.05
frisk officer 1980, cosine similarity=0.01

frisk play 1930, cosine similarity=0.00
frisk play 1940, cosine similarity=0.00
frisk play 1950, cosine similarity=0.00
frisk play 1960, cosine similarity=0.10
frisk play 1970, cosine similarity=0.00
frisk play 1980, cosine similarity=-0.03

frog toad 1930, cosine similarity=0.37
frog toad 1940, cosine similarity=0.29
frog toad 1950, cosine similarity=0.41
frog toad 1960, cosine similarity=0.38
frog toad 1970, cosine similarity=0.46
frog toad 1980, cosine similarity=0.48

frog green 1930, cosine similarity=0.11
frog green 1940, cosine similarity=0.09
frog green 1950, cosine similarity=0.15
frog green 1960, cosine similarity=0.10
frog green 1970, cosine similarity=0.17
frog green 1980, cosine similarity=0.15

frog jump 1930, cosine similarity=0.28
frog jump 1940, cosine similarity=0.26
frog jump 1950, cosine similarity=0.30
frog jump 1960, cosine similarity=0.24
frog jump 1970, cosine similarity=0.22
frog jump 1980, cosine similarity=0.25

frog hop 1930, cosine similarity=0.28
frog hop 1940, cosine similarity=0.32
frog hop 1950, cosine similarity=0.36
frog hop 1960, cosine similarity=0.30
frog hop 1970, cosine similarity=0.32
frog hop 1980, cosine similarity=0.28

frog legs 1930, cosine similarity=0.25
frog legs 1940, cosine similarity=0.29
frog legs 1950, cosine similarity=0.26
frog legs 1960, cosine similarity=0.24
frog legs 1970, cosine similarity=0.23
frog legs 1980, cosine similarity=0.16

frog prince 1930, cosine similarity=-0.02
frog prince 1940, cosine similarity=0.04
frog prince 1950, cosine similarity=0.03
frog prince 1960, cosine similarity=0.08
frog prince 1970, cosine similarity=0.14
frog prince 1980, cosine similarity=0.17

frog leap 1930, cosine similarity=0.31
frog leap 1940, cosine similarity=0.32
frog leap 1950, cosine similarity=0.33
frog leap 1960, cosine similarity=0.29
frog leap 1970, cosine similarity=0.25
frog leap 1980, cosine similarity=0.25

frog fly 1930, cosine similarity=0.17
frog fly 1940, cosine similarity=0.18
frog fly 1950, cosine similarity=0.21
frog fly 1960, cosine similarity=0.16
frog fly 1970, cosine similarity=0.11
frog fly 1980, cosine similarity=0.14

frog wart 1930, cosine similarity=0.15
frog wart 1940, cosine similarity=0.16
frog wart 1950, cosine similarity=0.25
frog wart 1960, cosine similarity=0.17
frog wart 1970, cosine similarity=0.25
frog wart 1980, cosine similarity=0.18

frog lizard 1930, cosine similarity=0.28
frog lizard 1940, cosine similarity=0.33
frog lizard 1950, cosine similarity=0.35
frog lizard 1960, cosine similarity=0.28
frog lizard 1970, cosine similarity=0.31
frog lizard 1980, cosine similarity=0.32

frog pond 1930, cosine similarity=0.26
frog pond 1940, cosine similarity=0.28
frog pond 1950, cosine similarity=0.27
frog pond 1960, cosine similarity=0.30
frog pond 1970, cosine similarity=0.29
frog pond 1980, cosine similarity=0.31

frog slimy 1930, cosine similarity=0.16
frog slimy 1940, cosine similarity=0.25
frog slimy 1950, cosine similarity=0.20
frog slimy 1960, cosine similarity=0.17
frog slimy 1970, cosine similarity=0.12
frog slimy 1980, cosine similarity=0.15

frog tadpole 1930, cosine similarity=0.00
frog tadpole 1940, cosine similarity=0.00
frog tadpole 1950, cosine similarity=0.00
frog tadpole 1960, cosine similarity=0.64
frog tadpole 1970, cosine similarity=0.42
frog tadpole 1980, cosine similarity=0.47

frog ugly 1930, cosine similarity=0.04
frog ugly 1940, cosine similarity=0.09
frog ugly 1950, cosine similarity=0.06
frog ugly 1960, cosine similarity=0.03
frog ugly 1970, cosine similarity=0.11
frog ugly 1980, cosine similarity=0.11

frog water 1930, cosine similarity=0.12
frog water 1940, cosine similarity=0.12
frog water 1950, cosine similarity=0.10
frog water 1960, cosine similarity=0.16
frog water 1970, cosine similarity=0.16
frog water 1980, cosine similarity=0.12

frog amphibian 1930, cosine similarity=0.00
frog amphibian 1940, cosine similarity=0.00
frog amphibian 1950, cosine similarity=0.00
frog amphibian 1960, cosine similarity=0.50
frog amphibian 1970, cosine similarity=0.37
frog amphibian 1980, cosine similarity=0.30

frog animal 1930, cosine similarity=0.23
frog animal 1940, cosine similarity=0.30
frog animal 1950, cosine similarity=0.29
frog animal 1960, cosine similarity=0.25
frog animal 1970, cosine similarity=0.14
frog animal 1980, cosine similarity=0.15

frog gross 1930, cosine similarity=-0.02
frog gross 1940, cosine similarity=-0.01
frog gross 1950, cosine similarity=-0.01
frog gross 1960, cosine similarity=0.02
frog gross 1970, cosine similarity=-0.03
frog gross 1980, cosine similarity=-0.00

frog lily 1930, cosine similarity=0.11
frog lily 1940, cosine similarity=0.19
frog lily 1950, cosine similarity=0.13
frog lily 1960, cosine similarity=0.18
frog lily 1970, cosine similarity=0.24
frog lily 1980, cosine similarity=0.16

frog rabbit 1930, cosine similarity=0.51
frog rabbit 1940, cosine similarity=0.48
frog rabbit 1950, cosine similarity=0.49
frog rabbit 1960, cosine similarity=0.45
frog rabbit 1970, cosine similarity=0.44
frog rabbit 1980, cosine similarity=0.44

front back 1930, cosine similarity=0.40
front back 1940, cosine similarity=0.39
front back 1950, cosine similarity=0.33
front back 1960, cosine similarity=0.41
front back 1970, cosine similarity=0.40
front back 1980, cosine similarity=0.39

front row 1930, cosine similarity=0.41
front row 1940, cosine similarity=0.37
front row 1950, cosine similarity=0.32
front row 1960, cosine similarity=0.25
front row 1970, cosine similarity=0.25
front row 1980, cosine similarity=0.25

front beginning 1930, cosine similarity=-0.04
front beginning 1940, cosine similarity=-0.04
front beginning 1950, cosine similarity=-0.03
front beginning 1960, cosine similarity=-0.01
front beginning 1970, cosine similarity=0.01
front beginning 1980, cosine similarity=0.04

front rear 1930, cosine similarity=0.59
front rear 1940, cosine similarity=0.55
front rear 1950, cosine similarity=0.56
front rear 1960, cosine similarity=0.55
front rear 1970, cosine similarity=0.53
front rear 1980, cosine similarity=0.58

front face 1930, cosine similarity=0.19
front face 1940, cosine similarity=0.21
front face 1950, cosine similarity=0.27
front face 1960, cosine similarity=0.21
front face 1970, cosine similarity=0.20
front face 1980, cosine similarity=0.20

frontier land 1930, cosine similarity=0.20
frontier land 1940, cosine similarity=0.18
frontier land 1950, cosine similarity=0.19
frontier land 1960, cosine similarity=0.22
frontier land 1970, cosine similarity=0.14
frontier land 1980, cosine similarity=0.16

frontier west 1930, cosine similarity=0.32
frontier west 1940, cosine similarity=0.35
frontier west 1950, cosine similarity=0.41
frontier west 1960, cosine similarity=0.40
frontier west 1970, cosine similarity=0.41
frontier west 1980, cosine similarity=0.36

frontier pioneer 1930, cosine similarity=0.28
frontier pioneer 1940, cosine similarity=0.24
frontier pioneer 1950, cosine similarity=0.29
frontier pioneer 1960, cosine similarity=0.23
frontier pioneer 1970, cosine similarity=0.35
frontier pioneer 1980, cosine similarity=0.30

frontier wilderness 1930, cosine similarity=0.25
frontier wilderness 1940, cosine similarity=0.27
frontier wilderness 1950, cosine similarity=0.21
frontier wilderness 1960, cosine similarity=0.21
frontier wilderness 1970, cosine similarity=0.28
frontier wilderness 1980, cosine similarity=0.26

frontier plain 1930, cosine similarity=0.11
frontier plain 1940, cosine similarity=0.11
frontier plain 1950, cosine similarity=0.10
frontier plain 1960, cosine similarity=0.11
frontier plain 1970, cosine similarity=0.18
frontier plain 1980, cosine similarity=0.12

frontier new 1930, cosine similarity=0.06
frontier new 1940, cosine similarity=0.13
frontier new 1950, cosine similarity=0.16
frontier new 1960, cosine similarity=0.17
frontier new 1970, cosine similarity=0.16
frontier new 1980, cosine similarity=0.17

frontier cowboy 1930, cosine similarity=0.28
frontier cowboy 1940, cosine similarity=0.22
frontier cowboy 1950, cosine similarity=0.23
frontier cowboy 1960, cosine similarity=0.16
frontier cowboy 1970, cosine similarity=0.23
frontier cowboy 1980, cosine similarity=0.25

frontier horses 1930, cosine similarity=0.11
frontier horses 1940, cosine similarity=0.08
frontier horses 1950, cosine similarity=0.07
frontier horses 1960, cosine similarity=0.10
frontier horses 1970, cosine similarity=0.03
frontier horses 1980, cosine similarity=0.07

frontier space 1930, cosine similarity=-0.06
frontier space 1940, cosine similarity=-0.06
frontier space 1950, cosine similarity=-0.03
frontier space 1960, cosine similarity=-0.02
frontier space 1970, cosine similarity=-0.01
frontier space 1980, cosine similarity=0.05

frontier history 1930, cosine similarity=0.22
frontier history 1940, cosine similarity=0.26
frontier history 1950, cosine similarity=0.24
frontier history 1960, cosine similarity=0.25
frontier history 1970, cosine similarity=0.27
frontier history 1980, cosine similarity=0.18

frontier man 1930, cosine similarity=-0.05
frontier man 1940, cosine similarity=-0.08
frontier man 1950, cosine similarity=-0.04
frontier man 1960, cosine similarity=-0.02
frontier man 1970, cosine similarity=-0.04
frontier man 1980, cosine similarity=-0.09

frontier open 1930, cosine similarity=0.08
frontier open 1940, cosine similarity=-0.01
frontier open 1950, cosine similarity=0.09
frontier open 1960, cosine similarity=0.08
frontier open 1970, cosine similarity=0.08
frontier open 1980, cosine similarity=0.01

frontier western 1930, cosine similarity=0.34
frontier western 1940, cosine similarity=0.37
frontier western 1950, cosine similarity=0.36
frontier western 1960, cosine similarity=0.36
frontier western 1970, cosine similarity=0.40
frontier western 1980, cosine similarity=0.32

frontier country 1930, cosine similarity=0.20
frontier country 1940, cosine similarity=0.18
frontier country 1950, cosine similarity=0.22
frontier country 1960, cosine similarity=0.18
frontier country 1970, cosine similarity=0.17
frontier country 1980, cosine similarity=0.18

frontier desert 1930, cosine similarity=0.20
frontier desert 1940, cosine similarity=0.30
frontier desert 1950, cosine similarity=0.25
frontier desert 1960, cosine similarity=0.28
frontier desert 1970, cosine similarity=0.26
frontier desert 1980, cosine similarity=0.19

frontier disney 1930, cosine similarity=0.00
frontier disney 1940, cosine similarity=0.00
frontier disney 1950, cosine similarity=0.00
frontier disney 1960, cosine similarity=0.03
frontier disney 1970, cosine similarity=0.08
frontier disney 1980, cosine similarity=0.18

frontier forest 1930, cosine similarity=0.08
frontier forest 1940, cosine similarity=0.06
frontier forest 1950, cosine similarity=0.18
frontier forest 1960, cosine similarity=0.11
frontier forest 1970, cosine similarity=0.17
frontier forest 1980, cosine similarity=0.20

frontier grass 1930, cosine similarity=-0.00
frontier grass 1940, cosine similarity=0.06
frontier grass 1950, cosine similarity=0.04
frontier grass 1960, cosine similarity=-0.03
frontier grass 1970, cosine similarity=-0.01
frontier grass 1980, cosine similarity=-0.01

frontier indian 1930, cosine similarity=0.27
frontier indian 1940, cosine similarity=0.30
frontier indian 1950, cosine similarity=0.30
frontier indian 1960, cosine similarity=0.30
frontier indian 1970, cosine similarity=0.32
frontier indian 1980, cosine similarity=0.28

frontier movie 1930, cosine similarity=0.02
frontier movie 1940, cosine similarity=-0.03
frontier movie 1950, cosine similarity=0.00
frontier movie 1960, cosine similarity=-0.04
frontier movie 1970, cosine similarity=0.01
frontier movie 1980, cosine similarity=0.03

frontier prairie 1930, cosine similarity=0.22
frontier prairie 1940, cosine similarity=0.27
frontier prairie 1950, cosine similarity=0.26
frontier prairie 1960, cosine similarity=0.27
frontier prairie 1970, cosine similarity=0.23
frontier prairie 1980, cosine similarity=0.33

frontier unexplored 1930, cosine similarity=0.16
frontier unexplored 1940, cosine similarity=0.08
frontier unexplored 1950, cosine similarity=0.12
frontier unexplored 1960, cosine similarity=0.17
frontier unexplored 1970, cosine similarity=0.07
frontier unexplored 1980, cosine similarity=0.11

frontier usa 1930, cosine similarity=0.00
frontier usa 1940, cosine similarity=0.13
frontier usa 1950, cosine similarity=0.10
frontier usa 1960, cosine similarity=0.08
frontier usa 1970, cosine similarity=0.03
frontier usa 1980, cosine similarity=0.02

frontier wild 1930, cosine similarity=0.11
frontier wild 1940, cosine similarity=0.14
frontier wild 1950, cosine similarity=0.13
frontier wild 1960, cosine similarity=0.17
frontier wild 1970, cosine similarity=0.14
frontier wild 1980, cosine similarity=0.13

frost cold 1930, cosine similarity=0.26
