cue target 1930, cosine similarity=0.09
crude gross 1980, cosine similarity=0.16

crude nasty 1930, cosine similarity=0.17
crude nasty 1940, cosine similarity=0.15
crude nasty 1950, cosine similarity=0.03
crude nasty 1960, cosine similarity=0.11
crude nasty 1970, cosine similarity=0.11
crude nasty 1980, cosine similarity=0.04

crude crass 1930, cosine similarity=0.00
crude crass 1940, cosine similarity=0.00
crude crass 1950, cosine similarity=0.00
crude crass 1960, cosine similarity=0.00
crude crass 1970, cosine similarity=0.00
crude crass 1980, cosine similarity=0.01

crude dirty 1930, cosine similarity=0.12
crude dirty 1940, cosine similarity=0.09
crude dirty 1950, cosine similarity=0.08
crude dirty 1960, cosine similarity=0.11
crude dirty 1970, cosine similarity=0.07
crude dirty 1980, cosine similarity=0.12

crude disgusting 1930, cosine similarity=0.21
crude disgusting 1940, cosine similarity=0.14
crude disgusting 1950, cosine similarity=0.14
crude disgusting 1960, cosine similarity=0.14
crude disgusting 1970, cosine similarity=0.05
crude disgusting 1980, cosine similarity=0.09

crude bad 1930, cosine similarity=0.05
crude bad 1940, cosine similarity=0.09
crude bad 1950, cosine similarity=0.04
crude bad 1960, cosine similarity=0.09
crude bad 1970, cosine similarity=0.02
crude bad 1980, cosine similarity=0.03

crude rust 1930, cosine similarity=0.09
crude rust 1940, cosine similarity=0.04
crude rust 1950, cosine similarity=-0.00
crude rust 1960, cosine similarity=0.06
crude rust 1970, cosine similarity=0.09
crude rust 1980, cosine similarity=0.05

crude ugly 1930, cosine similarity=0.16
crude ugly 1940, cosine similarity=0.08
crude ugly 1950, cosine similarity=0.10
crude ugly 1960, cosine similarity=0.18
crude ugly 1970, cosine similarity=0.14
crude ugly 1980, cosine similarity=0.12

cruel mean 1930, cosine similarity=0.11
cruel mean 1940, cosine similarity=0.09
cruel mean 1950, cosine similarity=0.06
cruel mean 1960, cosine similarity=0.04
cruel mean 1970, cosine similarity=0.05
cruel mean 1980, cosine similarity=0.06

cruel kind 1930, cosine similarity=0.15
cruel kind 1940, cosine similarity=0.15
cruel kind 1950, cosine similarity=0.10
cruel kind 1960, cosine similarity=0.11
cruel kind 1970, cosine similarity=0.16
cruel kind 1980, cosine similarity=0.12

cruel nice 1930, cosine similarity=0.09
cruel nice 1940, cosine similarity=0.14
cruel nice 1950, cosine similarity=0.17
cruel nice 1960, cosine similarity=0.13
cruel nice 1970, cosine similarity=0.12
cruel nice 1980, cosine similarity=0.07

cruel evil 1930, cosine similarity=0.24
cruel evil 1940, cosine similarity=0.24
cruel evil 1950, cosine similarity=0.29
cruel evil 1960, cosine similarity=0.28
cruel evil 1970, cosine similarity=0.28
cruel evil 1980, cosine similarity=0.23

cruel harsh 1930, cosine similarity=0.43
cruel harsh 1940, cosine similarity=0.41
cruel harsh 1950, cosine similarity=0.39
cruel harsh 1960, cosine similarity=0.49
cruel harsh 1970, cosine similarity=0.43
cruel harsh 1980, cosine similarity=0.45

cruel punishment 1930, cosine similarity=0.39
cruel punishment 1940, cosine similarity=0.38
cruel punishment 1950, cosine similarity=0.34
cruel punishment 1960, cosine similarity=0.38
cruel punishment 1970, cosine similarity=0.43
cruel punishment 1980, cosine similarity=0.43

cruel animal 1930, cosine similarity=0.03
cruel animal 1940, cosine similarity=0.08
cruel animal 1950, cosine similarity=0.05
cruel animal 1960, cosine similarity=0.10
cruel animal 1970, cosine similarity=0.09
cruel animal 1980, cosine similarity=0.04

cruel haste 1930, cosine similarity=0.10
cruel haste 1940, cosine similarity=0.14
cruel haste 1950, cosine similarity=0.16
cruel haste 1960, cosine similarity=0.16
cruel haste 1970, cosine similarity=0.12
cruel haste 1980, cosine similarity=0.25

cruel hate 1930, cosine similarity=0.26
cruel hate 1940, cosine similarity=0.36
cruel hate 1950, cosine similarity=0.28
cruel hate 1960, cosine similarity=0.31
cruel hate 1970, cosine similarity=0.35
cruel hate 1980, cosine similarity=0.35

cruel hostile 1930, cosine similarity=0.23
cruel hostile 1940, cosine similarity=0.20
cruel hostile 1950, cosine similarity=0.20
cruel hostile 1960, cosine similarity=0.23
cruel hostile 1970, cosine similarity=0.24
cruel hostile 1980, cosine similarity=0.22

cruel inhumane 1930, cosine similarity=0.00
cruel inhumane 1940, cosine similarity=0.00
cruel inhumane 1950, cosine similarity=0.00
cruel inhumane 1960, cosine similarity=0.00
cruel inhumane 1970, cosine similarity=0.40
cruel inhumane 1980, cosine similarity=0.42

cruel unusual 1930, cosine similarity=0.30
cruel unusual 1940, cosine similarity=0.36
cruel unusual 1950, cosine similarity=0.32
cruel unusual 1960, cosine similarity=0.36
cruel unusual 1970, cosine similarity=0.45
cruel unusual 1980, cosine similarity=0.43

cruise ship 1930, cosine similarity=0.30
cruise ship 1940, cosine similarity=0.30
cruise ship 1950, cosine similarity=0.34
cruise ship 1960, cosine similarity=0.33
cruise ship 1970, cosine similarity=0.35
cruise ship 1980, cosine similarity=0.36

cruise boat 1930, cosine similarity=0.25
cruise boat 1940, cosine similarity=0.32
cruise boat 1950, cosine similarity=0.30
cruise boat 1960, cosine similarity=0.33
cruise boat 1970, cosine similarity=0.33
cruise boat 1980, cosine similarity=0.29

cruise sail 1930, cosine similarity=0.42
cruise sail 1940, cosine similarity=0.31
cruise sail 1950, cosine similarity=0.41
cruise sail 1960, cosine similarity=0.46
cruise sail 1970, cosine similarity=0.34
cruise sail 1980, cosine similarity=0.33

cruise bahamas 1930, cosine similarity=0.22
cruise bahamas 1940, cosine similarity=0.29
cruise bahamas 1950, cosine similarity=0.26
cruise bahamas 1960, cosine similarity=0.27
cruise bahamas 1970, cosine similarity=0.26
cruise bahamas 1980, cosine similarity=0.26

cruise vacation 1930, cosine similarity=0.24
cruise vacation 1940, cosine similarity=0.31
cruise vacation 1950, cosine similarity=0.20
cruise vacation 1960, cosine similarity=0.20
cruise vacation 1970, cosine similarity=0.19
cruise vacation 1980, cosine similarity=0.21

cruise fun 1930, cosine similarity=0.03
cruise fun 1940, cosine similarity=0.02
cruise fun 1950, cosine similarity=-0.03
cruise fun 1960, cosine similarity=-0.03
cruise fun 1970, cosine similarity=0.00
cruise fun 1980, cosine similarity=0.02

cruise water 1930, cosine similarity=0.01
cruise water 1940, cosine similarity=0.09
cruise water 1950, cosine similarity=0.02
cruise water 1960, cosine similarity=0.13
cruise water 1970, cosine similarity=0.09
cruise water 1980, cosine similarity=0.04

cruise ocean 1930, cosine similarity=0.37
cruise ocean 1940, cosine similarity=0.33
cruise ocean 1950, cosine similarity=0.41
cruise ocean 1960, cosine similarity=0.44
cruise ocean 1970, cosine similarity=0.34
cruise ocean 1980, cosine similarity=0.35

cruise control 1930, cosine similarity=-0.05
cruise control 1940, cosine similarity=-0.04
cruise control 1950, cosine similarity=0.05
cruise control 1960, cosine similarity=-0.08
cruise control 1970, cosine similarity=0.04
cruise control 1980, cosine similarity=0.04

cruise fly 1930, cosine similarity=0.19
cruise fly 1940, cosine similarity=0.13
cruise fly 1950, cosine similarity=0.17
cruise fly 1960, cosine similarity=0.28
cruise fly 1970, cosine similarity=0.22
cruise fly 1980, cosine similarity=0.21

cruise sun 1930, cosine similarity=-0.04
cruise sun 1940, cosine similarity=0.00
cruise sun 1950, cosine similarity=0.03
cruise sun 1960, cosine similarity=0.06
cruise sun 1970, cosine similarity=0.02
cruise sun 1980, cosine similarity=0.02

crumb bread 1930, cosine similarity=0.00
crumb bread 1940, cosine similarity=0.26
crumb bread 1950, cosine similarity=0.30
crumb bread 1960, cosine similarity=0.48
crumb bread 1970, cosine similarity=0.26
crumb bread 1980, cosine similarity=0.29

crumb cake 1930, cosine similarity=0.00
crumb cake 1940, cosine similarity=0.26
crumb cake 1950, cosine similarity=0.30
crumb cake 1960, cosine similarity=0.34
crumb cake 1970, cosine similarity=0.24
crumb cake 1980, cosine similarity=0.27

crumb cookie 1930, cosine similarity=0.00
crumb cookie 1940, cosine similarity=0.00
crumb cookie 1950, cosine similarity=0.00
crumb cookie 1960, cosine similarity=0.44
crumb cookie 1970, cosine similarity=0.23
crumb cookie 1980, cosine similarity=0.16

crumb food 1930, cosine similarity=0.00
crumb food 1940, cosine similarity=0.08
crumb food 1950, cosine similarity=0.10
crumb food 1960, cosine similarity=0.20
crumb food 1970, cosine similarity=0.23
crumb food 1980, cosine similarity=0.07

crumb mess 1930, cosine similarity=0.00
crumb mess 1940, cosine similarity=0.13
crumb mess 1950, cosine similarity=0.18
crumb mess 1960, cosine similarity=0.21
crumb mess 1970, cosine similarity=0.13
crumb mess 1980, cosine similarity=0.03

crumb cracker 1930, cosine similarity=0.00
crumb cracker 1940, cosine similarity=0.00
crumb cracker 1950, cosine similarity=0.00
crumb cracker 1960, cosine similarity=0.59
crumb cracker 1970, cosine similarity=0.33
crumb cracker 1980, cosine similarity=0.30

crumb ant 1930, cosine similarity=0.00
crumb ant 1940, cosine similarity=0.22
crumb ant 1950, cosine similarity=0.21
crumb ant 1960, cosine similarity=0.19
crumb ant 1970, cosine similarity=0.21
crumb ant 1980, cosine similarity=0.14

crumb pie 1930, cosine similarity=0.00
crumb pie 1940, cosine similarity=0.16
crumb pie 1950, cosine similarity=0.20
crumb pie 1960, cosine similarity=0.35
crumb pie 1970, cosine similarity=0.22
crumb pie 1980, cosine similarity=0.15

crumb apple 1930, cosine similarity=0.00
crumb apple 1940, cosine similarity=0.10
crumb apple 1950, cosine similarity=0.23
crumb apple 1960, cosine similarity=0.26
crumb apple 1970, cosine similarity=0.12
crumb apple 1980, cosine similarity=0.18

crumb dirt 1930, cosine similarity=0.00
crumb dirt 1940, cosine similarity=0.20
crumb dirt 1950, cosine similarity=0.14
crumb dirt 1960, cosine similarity=0.26
crumb dirt 1970, cosine similarity=0.17
crumb dirt 1980, cosine similarity=0.14

crumb piece 1930, cosine similarity=0.00
crumb piece 1940, cosine similarity=0.06
crumb piece 1950, cosine similarity=0.14
crumb piece 1960, cosine similarity=0.16
crumb piece 1970, cosine similarity=0.10
crumb piece 1980, cosine similarity=0.10

crumb toast 1930, cosine similarity=0.00
crumb toast 1940, cosine similarity=0.20
crumb toast 1950, cosine similarity=0.25
crumb toast 1960, cosine similarity=0.29
crumb toast 1970, cosine similarity=0.23
crumb toast 1980, cosine similarity=0.23

crunch chew 1930, cosine similarity=0.00
crunch chew 1940, cosine similarity=0.00
crunch chew 1950, cosine similarity=0.00
crunch chew 1960, cosine similarity=0.17
crunch chew 1970, cosine similarity=0.02
crunch chew 1980, cosine similarity=0.02

crunch smash 1930, cosine similarity=0.00
crunch smash 1940, cosine similarity=0.00
crunch smash 1950, cosine similarity=0.00
crunch smash 1960, cosine similarity=0.18
crunch smash 1970, cosine similarity=0.05
crunch smash 1980, cosine similarity=0.11

crunch munch 1930, cosine similarity=0.00
crunch munch 1940, cosine similarity=0.00
crunch munch 1950, cosine similarity=0.00
crunch munch 1960, cosine similarity=0.38
crunch munch 1970, cosine similarity=0.17
crunch munch 1980, cosine similarity=0.10

crunch break 1930, cosine similarity=0.00
crunch break 1940, cosine similarity=0.00
crunch break 1950, cosine similarity=0.00
crunch break 1960, cosine similarity=0.14
crunch break 1970, cosine similarity=0.03
crunch break 1980, cosine similarity=0.03

crunch noise 1930, cosine similarity=0.00
crunch noise 1940, cosine similarity=0.00
crunch noise 1950, cosine similarity=0.00
crunch noise 1960, cosine similarity=0.22
crunch noise 1970, cosine similarity=0.10
crunch noise 1980, cosine similarity=0.23

crunch crackle 1930, cosine similarity=0.00
crunch crackle 1940, cosine similarity=0.00
crunch crackle 1950, cosine similarity=0.00
crunch crackle 1960, cosine similarity=0.40
crunch crackle 1970, cosine similarity=0.12
crunch crackle 1980, cosine similarity=0.17

crunch bite 1930, cosine similarity=0.00
crunch bite 1940, cosine similarity=0.00
crunch bite 1950, cosine similarity=0.00
crunch bite 1960, cosine similarity=0.21
crunch bite 1970, cosine similarity=0.02
crunch bite 1980, cosine similarity=0.06

crunch crisp 1930, cosine similarity=0.00
crunch crisp 1940, cosine similarity=0.00
crunch crisp 1950, cosine similarity=0.00
crunch crisp 1960, cosine similarity=0.27
crunch crisp 1970, cosine similarity=0.12
crunch crisp 1980, cosine similarity=0.12

crunch cereal 1930, cosine similarity=0.00
crunch cereal 1940, cosine similarity=0.00
crunch cereal 1950, cosine similarity=0.00
crunch cereal 1960, cosine similarity=0.16
crunch cereal 1970, cosine similarity=-0.00
crunch cereal 1980, cosine similarity=0.11

crunch bar 1930, cosine similarity=0.00
crunch bar 1940, cosine similarity=0.00
crunch bar 1950, cosine similarity=0.00
crunch bar 1960, cosine similarity=0.03
crunch bar 1970, cosine similarity=0.09
crunch bar 1980, cosine similarity=0.11

crunch granola 1930, cosine similarity=0.00
crunch granola 1940, cosine similarity=0.00
crunch granola 1950, cosine similarity=0.00
crunch granola 1960, cosine similarity=0.00
crunch granola 1970, cosine similarity=0.00
crunch granola 1980, cosine similarity=0.00

crunch nestles 1930, cosine similarity=0.00
crunch nestles 1940, cosine similarity=0.00
crunch nestles 1950, cosine similarity=0.00
crunch nestles 1960, cosine similarity=0.00
crunch nestles 1970, cosine similarity=0.00
crunch nestles 1980, cosine similarity=0.00

crunch candy 1930, cosine similarity=0.00
crunch candy 1940, cosine similarity=0.00
crunch candy 1950, cosine similarity=0.00
crunch candy 1960, cosine similarity=0.23
crunch candy 1970, cosine similarity=0.09
crunch candy 1980, cosine similarity=0.11

crunch captain 1930, cosine similarity=0.00
crunch captain 1940, cosine similarity=0.00
crunch captain 1950, cosine similarity=0.00
crunch captain 1960, cosine similarity=0.13
crunch captain 1970, cosine similarity=0.15
crunch captain 1980, cosine similarity=-0.01

crunch crack 1930, cosine similarity=0.00
crunch crack 1940, cosine similarity=0.00
crunch crack 1950, cosine similarity=0.00
crunch crack 1960, cosine similarity=0.23
crunch crack 1970, cosine similarity=0.05
crunch crack 1980, cosine similarity=0.09

crunch hard 1930, cosine similarity=0.00
crunch hard 1940, cosine similarity=0.00
crunch hard 1950, cosine similarity=0.00
crunch hard 1960, cosine similarity=0.19
crunch hard 1970, cosine similarity=0.07
crunch hard 1980, cosine similarity=0.13

crunch sound 1930, cosine similarity=0.00
crunch sound 1940, cosine similarity=0.00
crunch sound 1950, cosine similarity=0.00
crunch sound 1960, cosine similarity=0.24
crunch sound 1970, cosine similarity=0.07
crunch sound 1980, cosine similarity=0.22

crunch cookie 1930, cosine similarity=0.00
crunch cookie 1940, cosine similarity=0.00
crunch cookie 1950, cosine similarity=0.00
crunch cookie 1960, cosine similarity=0.37
crunch cookie 1970, cosine similarity=0.08
crunch cookie 1980, cosine similarity=0.09

crunch cracker 1930, cosine similarity=0.00
crunch cracker 1940, cosine similarity=0.00
crunch cracker 1950, cosine similarity=0.00
crunch cracker 1960, cosine similarity=0.48
crunch cracker 1970, cosine similarity=0.16
crunch cracker 1980, cosine similarity=0.19

crunch crush 1930, cosine similarity=0.00
crunch crush 1940, cosine similarity=0.00
crunch crush 1950, cosine similarity=0.00
crunch crush 1960, cosine similarity=0.20
crunch crush 1970, cosine similarity=0.03
crunch crush 1980, cosine similarity=0.06

crunch destroy 1930, cosine similarity=0.00
crunch destroy 1940, cosine similarity=0.00
crunch destroy 1950, cosine similarity=0.00
crunch destroy 1960, cosine similarity=-0.07
crunch destroy 1970, cosine similarity=-0.01
crunch destroy 1980, cosine similarity=-0.08

crunch nut 1930, cosine similarity=0.00
crunch nut 1940, cosine similarity=0.00
crunch nut 1950, cosine similarity=0.00
crunch nut 1960, cosine similarity=0.23
crunch nut 1970, cosine similarity=0.13
crunch nut 1980, cosine similarity=0.16

crunch snap 1930, cosine similarity=0.00
crunch snap 1940, cosine similarity=0.00
crunch snap 1950, cosine similarity=0.00
crunch snap 1960, cosine similarity=0.22
crunch snap 1970, cosine similarity=0.02
crunch snap 1980, cosine similarity=0.09

crunch squash 1930, cosine similarity=0.00
crunch squash 1940, cosine similarity=0.00
crunch squash 1950, cosine similarity=0.00
crunch squash 1960, cosine similarity=0.22
crunch squash 1970, cosine similarity=0.04
crunch squash 1980, cosine similarity=0.04

crunchy candy 1930, cosine similarity=0.00
crunchy candy 1940, cosine similarity=0.00
crunchy candy 1950, cosine similarity=0.00
crunchy candy 1960, cosine similarity=0.00
crunchy candy 1970, cosine similarity=0.00
crunchy candy 1980, cosine similarity=0.00

crunchy chewy 1930, cosine similarity=0.00
crunchy chewy 1940, cosine similarity=0.00
crunchy chewy 1950, cosine similarity=0.00
crunchy chewy 1960, cosine similarity=0.00
crunchy chewy 1970, cosine similarity=0.00
crunchy chewy 1980, cosine similarity=0.00

crunchy chips 1930, cosine similarity=0.00
crunchy chips 1940, cosine similarity=0.00
crunchy chips 1950, cosine similarity=0.00
crunchy chips 1960, cosine similarity=0.00
crunchy chips 1970, cosine similarity=0.00
crunchy chips 1980, cosine similarity=0.00

crunchy nut 1930, cosine similarity=0.00
crunchy nut 1940, cosine similarity=0.00
crunchy nut 1950, cosine similarity=0.00
crunchy nut 1960, cosine similarity=0.00
crunchy nut 1970, cosine similarity=0.00
crunchy nut 1980, cosine similarity=0.00

crunchy cereal 1930, cosine similarity=0.00
crunchy cereal 1940, cosine similarity=0.00
crunchy cereal 1950, cosine similarity=0.00
crunchy cereal 1960, cosine similarity=0.00
crunchy cereal 1970, cosine similarity=0.00
crunchy cereal 1980, cosine similarity=0.00

crunchy peanut butter 1930, cosine similarity=0.00
crunchy peanut butter 1940, cosine similarity=0.00
crunchy peanut butter 1950, cosine similarity=0.00
crunchy peanut butter 1960, cosine similarity=0.00
crunchy peanut butter 1970, cosine similarity=0.00
crunchy peanut butter 1980, cosine similarity=0.00

crunchy hard 1930, cosine similarity=0.00
crunchy hard 1940, cosine similarity=0.00
crunchy hard 1950, cosine similarity=0.00
crunchy hard 1960, cosine similarity=0.00
crunchy hard 1970, cosine similarity=0.00
crunchy hard 1980, cosine similarity=0.00

crunchy smooth 1930, cosine similarity=0.00
crunchy smooth 1940, cosine similarity=0.00
crunchy smooth 1950, cosine similarity=0.00
crunchy smooth 1960, cosine similarity=0.00
crunchy smooth 1970, cosine similarity=0.00
crunchy smooth 1980, cosine similarity=0.00

crunchy crisp 1930, cosine similarity=0.00
crunchy crisp 1940, cosine similarity=0.00
crunchy crisp 1950, cosine similarity=0.00
crunchy crisp 1960, cosine similarity=0.00
crunchy crisp 1970, cosine similarity=0.00
crunchy crisp 1980, cosine similarity=0.00

crunchy loud 1930, cosine similarity=0.00
crunchy loud 1940, cosine similarity=0.00
crunchy loud 1950, cosine similarity=0.00
crunchy loud 1960, cosine similarity=0.00
crunchy loud 1970, cosine similarity=0.00
crunchy loud 1980, cosine similarity=0.00

crunchy soft 1930, cosine similarity=0.00
crunchy soft 1940, cosine similarity=0.00
crunchy soft 1950, cosine similarity=0.00
crunchy soft 1960, cosine similarity=0.00
crunchy soft 1970, cosine similarity=0.00
crunchy soft 1980, cosine similarity=0.00

crunchy chocolate 1930, cosine similarity=0.00
crunchy chocolate 1940, cosine similarity=0.00
crunchy chocolate 1950, cosine similarity=0.00
crunchy chocolate 1960, cosine similarity=0.00
crunchy chocolate 1970, cosine similarity=0.00
crunchy chocolate 1980, cosine similarity=0.00

crunchy food 1930, cosine similarity=0.00
crunchy food 1940, cosine similarity=0.00
crunchy food 1950, cosine similarity=0.00
crunchy food 1960, cosine similarity=0.00
crunchy food 1970, cosine similarity=0.00
crunchy food 1980, cosine similarity=0.00

crunchy gritty 1930, cosine similarity=0.00
crunchy gritty 1940, cosine similarity=0.00
crunchy gritty 1950, cosine similarity=0.00
crunchy gritty 1960, cosine similarity=0.00
crunchy gritty 1970, cosine similarity=0.00
crunchy gritty 1980, cosine similarity=0.00

crunchy soggy 1930, cosine similarity=0.00
crunchy soggy 1940, cosine similarity=0.00
crunchy soggy 1950, cosine similarity=0.00
crunchy soggy 1960, cosine similarity=0.00
crunchy soggy 1970, cosine similarity=0.00
crunchy soggy 1980, cosine similarity=0.00

crunchy sound 1930, cosine similarity=0.00
crunchy sound 1940, cosine similarity=0.00
crunchy sound 1950, cosine similarity=0.00
crunchy sound 1960, cosine similarity=0.00
crunchy sound 1970, cosine similarity=0.00
crunchy sound 1980, cosine similarity=0.00

crush smash 1930, cosine similarity=0.31
crush smash 1940, cosine similarity=0.33
crush smash 1950, cosine similarity=0.34
crush smash 1960, cosine similarity=0.34
crush smash 1970, cosine similarity=0.37
crush smash 1980, cosine similarity=0.20

crush orange 1930, cosine similarity=0.06
crush orange 1940, cosine similarity=-0.02
crush orange 1950, cosine similarity=0.12
crush orange 1960, cosine similarity=0.02
crush orange 1970, cosine similarity=-0.01
crush orange 1980, cosine similarity=0.07

crush love 1930, cosine similarity=0.04
crush love 1940, cosine similarity=0.07
crush love 1950, cosine similarity=0.07
crush love 1960, cosine similarity=0.09
crush love 1970, cosine similarity=0.14
crush love 1980, cosine similarity=0.09

crush soda 1930, cosine similarity=0.03
crush soda 1940, cosine similarity=0.13
crush soda 1950, cosine similarity=-0.02
crush soda 1960, cosine similarity=0.15
crush soda 1970, cosine similarity=0.14
crush soda 1980, cosine similarity=0.08

crush can 1930, cosine similarity=0.05
crush can 1940, cosine similarity=0.04
crush can 1950, cosine similarity=0.07
crush can 1960, cosine similarity=0.06
crush can 1970, cosine similarity=0.06
crush can 1980, cosine similarity=0.12

crush smush 1930, cosine similarity=0.00
crush smush 1940, cosine similarity=0.00
crush smush 1950, cosine similarity=0.00
crush smush 1960, cosine similarity=0.00
crush smush 1970, cosine similarity=0.00
crush smush 1980, cosine similarity=0.00

crush ice 1930, cosine similarity=0.12
crush ice 1940, cosine similarity=0.07
crush ice 1950, cosine similarity=0.09
crush ice 1960, cosine similarity=0.12
crush ice 1970, cosine similarity=0.06
crush ice 1980, cosine similarity=0.09

crush destroy 1930, cosine similarity=0.41
crush destroy 1940, cosine similarity=0.38
crush destroy 1950, cosine similarity=0.39
crush destroy 1960, cosine similarity=0.40
crush destroy 1970, cosine similarity=0.34
crush destroy 1980, cosine similarity=0.33

crush squash 1930, cosine similarity=0.05
crush squash 1940, cosine similarity=0.04
crush squash 1950, cosine similarity=0.06
crush squash 1960, cosine similarity=0.05
crush squash 1970, cosine similarity=0.03
crush squash 1980, cosine similarity=0.11

crush squish 1930, cosine similarity=0.00
crush squish 1940, cosine similarity=0.00
crush squish 1950, cosine similarity=0.00
crush squish 1960, cosine similarity=0.00
crush squish 1970, cosine similarity=0.00
crush squish 1980, cosine similarity=0.00

crush kill 1930, cosine similarity=0.35
crush kill 1940, cosine similarity=0.30
crush kill 1950, cosine similarity=0.35
crush kill 1960, cosine similarity=0.39
crush kill 1970, cosine similarity=0.27
crush kill 1980, cosine similarity=0.35

crush pound 1930, cosine similarity=0.03
crush pound 1940, cosine similarity=-0.00
crush pound 1950, cosine similarity=-0.02
crush pound 1960, cosine similarity=0.07
crush pound 1970, cosine similarity=0.12
crush pound 1980, cosine similarity=0.08

crush softdrink 1930, cosine similarity=0.00
crush softdrink 1940, cosine similarity=0.00
crush softdrink 1950, cosine similarity=0.00
crush softdrink 1960, cosine similarity=0.00
crush softdrink 1970, cosine similarity=0.00
crush softdrink 1980, cosine similarity=0.00

crush demolish 1930, cosine similarity=0.11
crush demolish 1940, cosine similarity=0.25
crush demolish 1950, cosine similarity=0.16
crush demolish 1960, cosine similarity=0.08
crush demolish 1970, cosine similarity=0.19
crush demolish 1980, cosine similarity=0.11

crush flat 1930, cosine similarity=-0.01
crush flat 1940, cosine similarity=0.05
crush flat 1950, cosine similarity=0.04
crush flat 1960, cosine similarity=-0.03
crush flat 1970, cosine similarity=0.08
crush flat 1980, cosine similarity=0.01

crush girl 1930, cosine similarity=0.01
crush girl 1940, cosine similarity=0.04
crush girl 1950, cosine similarity=0.07
crush girl 1960, cosine similarity=0.07
crush girl 1970, cosine similarity=0.14
crush girl 1980, cosine similarity=0.17

crush groove 1930, cosine similarity=-0.05
crush groove 1940, cosine similarity=0.04
crush groove 1950, cosine similarity=0.05
crush groove 1960, cosine similarity=-0.02
crush groove 1970, cosine similarity=0.04
crush groove 1980, cosine similarity=0.12

crush infatuation 1930, cosine similarity=0.08
crush infatuation 1940, cosine similarity=0.15
crush infatuation 1950, cosine similarity=0.05
crush infatuation 1960, cosine similarity=0.22
crush infatuation 1970, cosine similarity=0.19
crush infatuation 1980, cosine similarity=0.10

crush pulverize 1930, cosine similarity=0.00
crush pulverize 1940, cosine similarity=0.00
crush pulverize 1950, cosine similarity=0.00
crush pulverize 1960, cosine similarity=0.00
crush pulverize 1970, cosine similarity=0.00
crush pulverize 1980, cosine similarity=0.00

crush squeeze 1930, cosine similarity=0.19
crush squeeze 1940, cosine similarity=0.15
crush squeeze 1950, cosine similarity=0.17
crush squeeze 1960, cosine similarity=0.21
crush squeeze 1970, cosine similarity=0.21
crush squeeze 1980, cosine similarity=0.18

crust pie 1930, cosine similarity=0.30
crust pie 1940, cosine similarity=0.30
crust pie 1950, cosine similarity=0.28
crust pie 1960, cosine similarity=0.30
crust pie 1970, cosine similarity=0.35
crust pie 1980, cosine similarity=0.33

crust bread 1930, cosine similarity=0.37
crust bread 1940, cosine similarity=0.42
crust bread 1950, cosine similarity=0.39
crust bread 1960, cosine similarity=0.35
crust bread 1970, cosine similarity=0.41
crust bread 1980, cosine similarity=0.36

crust pizza 1930, cosine similarity=0.00
crust pizza 1940, cosine similarity=0.00
crust pizza 1950, cosine similarity=0.00
crust pizza 1960, cosine similarity=0.00
crust pizza 1970, cosine similarity=0.24
crust pizza 1980, cosine similarity=0.15

crust edge 1930, cosine similarity=0.26
crust edge 1940, cosine similarity=0.21
crust edge 1950, cosine similarity=0.26
crust edge 1960, cosine similarity=0.17
crust edge 1970, cosine similarity=0.25
crust edge 1980, cosine similarity=0.18

crust hard 1930, cosine similarity=0.16
crust hard 1940, cosine similarity=0.21
crust hard 1950, cosine similarity=0.23
crust hard 1960, cosine similarity=0.22
crust hard 1970, cosine similarity=0.16
crust hard 1980, cosine similarity=0.15

crust toast 1930, cosine similarity=0.22
crust toast 1940, cosine similarity=0.18
crust toast 1950, cosine similarity=0.17
crust toast 1960, cosine similarity=0.04
crust toast 1970, cosine similarity=0.19
crust toast 1980, cosine similarity=0.17

crust flake 1930, cosine similarity=0.26
crust flake 1940, cosine similarity=0.24
crust flake 1950, cosine similarity=0.26
crust flake 1960, cosine similarity=0.19
crust flake 1970, cosine similarity=0.13
crust flake 1980, cosine similarity=0.22

crutch leg 1930, cosine similarity=0.25
crutch leg 1940, cosine similarity=0.28
crutch leg 1950, cosine similarity=0.21
crutch leg 1960, cosine similarity=0.18
crutch leg 1970, cosine similarity=0.22
crutch leg 1980, cosine similarity=0.20

crutch broken 1930, cosine similarity=0.14
crutch broken 1940, cosine similarity=0.12
crutch broken 1950, cosine similarity=0.10
crutch broken 1960, cosine similarity=0.09
crutch broken 1970, cosine similarity=0.03
crutch broken 1980, cosine similarity=0.04

crutch hurt 1930, cosine similarity=0.11
crutch hurt 1940, cosine similarity=0.12
crutch hurt 1950, cosine similarity=0.05
crutch hurt 1960, cosine similarity=0.07
crutch hurt 1970, cosine similarity=0.10
crutch hurt 1980, cosine similarity=0.09

crutch help 1930, cosine similarity=0.06
crutch help 1940, cosine similarity=0.14
crutch help 1950, cosine similarity=0.02
crutch help 1960, cosine similarity=0.14
crutch help 1970, cosine similarity=0.07
crutch help 1980, cosine similarity=-0.00

crutch cast 1930, cosine similarity=0.02
crutch cast 1940, cosine similarity=0.10
crutch cast 1950, cosine similarity=0.10
crutch cast 1960, cosine similarity=0.07
crutch cast 1970, cosine similarity=0.09
crutch cast 1980, cosine similarity=0.12

