a b 1930, cosine similarity=0.16

bonus pay 1930, cosine similarity=0.35
bonus pay 1940, cosine similarity=0.35
bonus pay 1950, cosine similarity=0.31
bonus pay 1960, cosine similarity=0.35
bonus pay 1970, cosine similarity=0.35
bonus pay 1980, cosine similarity=0.36

bonus raise 1930, cosine similarity=0.17
bonus raise 1940, cosine similarity=0.10
bonus raise 1950, cosine similarity=0.07
bonus raise 1960, cosine similarity=0.08
bonus raise 1970, cosine similarity=0.15
bonus raise 1980, cosine similarity=0.09

bonus round 1930, cosine similarity=-0.05
bonus round 1940, cosine similarity=-0.00
bonus round 1950, cosine similarity=-0.07
bonus round 1960, cosine similarity=-0.07
bonus round 1970, cosine similarity=0.07
bonus round 1980, cosine similarity=-0.01

book read 1930, cosine similarity=0.29
book read 1940, cosine similarity=0.34
book read 1950, cosine similarity=0.32
book read 1960, cosine similarity=0.32
book read 1970, cosine similarity=0.31
book read 1980, cosine similarity=0.32

book worm 1930, cosine similarity=0.01
book worm 1940, cosine similarity=0.01
book worm 1950, cosine similarity=0.00
book worm 1960, cosine similarity=0.01
book worm 1970, cosine similarity=-0.02
book worm 1980, cosine similarity=0.01

book school 1930, cosine similarity=0.14
book school 1940, cosine similarity=0.11
book school 1950, cosine similarity=0.08
book school 1960, cosine similarity=0.04
book school 1970, cosine similarity=0.10
book school 1980, cosine similarity=0.08

book study 1930, cosine similarity=0.25
book study 1940, cosine similarity=0.24
book study 1950, cosine similarity=0.24
book study 1960, cosine similarity=0.20
book study 1970, cosine similarity=0.21
book study 1980, cosine similarity=0.19

book learn 1930, cosine similarity=0.13
book learn 1940, cosine similarity=0.13
book learn 1950, cosine similarity=0.12
book learn 1960, cosine similarity=0.14
book learn 1970, cosine similarity=0.12
book learn 1980, cosine similarity=0.08

book novel 1930, cosine similarity=0.32
book novel 1940, cosine similarity=0.36
book novel 1950, cosine similarity=0.34
book novel 1960, cosine similarity=0.39
book novel 1970, cosine similarity=0.38
book novel 1980, cosine similarity=0.39

book bible 1930, cosine similarity=0.36
book bible 1940, cosine similarity=0.39
book bible 1950, cosine similarity=0.37
book bible 1960, cosine similarity=0.36
book bible 1970, cosine similarity=0.42
book bible 1980, cosine similarity=0.40

book page 1930, cosine similarity=0.34
book page 1940, cosine similarity=0.33
book page 1950, cosine similarity=0.34
book page 1960, cosine similarity=0.38
book page 1970, cosine similarity=0.32
book page 1980, cosine similarity=0.23

book paper 1930, cosine similarity=0.28
book paper 1940, cosine similarity=0.25
book paper 1950, cosine similarity=0.28
book paper 1960, cosine similarity=0.25
book paper 1970, cosine similarity=0.34
book paper 1980, cosine similarity=0.30

book magazine 1930, cosine similarity=0.25
book magazine 1940, cosine similarity=0.26
book magazine 1950, cosine similarity=0.33
book magazine 1960, cosine similarity=0.23
book magazine 1970, cosine similarity=0.25
book magazine 1980, cosine similarity=0.24

book money 1930, cosine similarity=0.07
book money 1940, cosine similarity=0.05
book money 1950, cosine similarity=0.01
book money 1960, cosine similarity=0.06
book money 1970, cosine similarity=0.08
book money 1980, cosine similarity=0.03

book knowledge 1930, cosine similarity=0.08
book knowledge 1940, cosine similarity=0.09
book knowledge 1950, cosine similarity=0.08
book knowledge 1960, cosine similarity=0.14
book knowledge 1970, cosine similarity=0.09
book knowledge 1980, cosine similarity=0.04

book marker 1930, cosine similarity=0.00
book marker 1940, cosine similarity=-0.10
book marker 1950, cosine similarity=-0.01
book marker 1960, cosine similarity=0.06
book marker 1970, cosine similarity=0.04
book marker 1980, cosine similarity=-0.10

book paperback 1930, cosine similarity=0.00
book paperback 1940, cosine similarity=0.00
book paperback 1950, cosine similarity=0.00
book paperback 1960, cosine similarity=0.36
book paperback 1970, cosine similarity=0.38
book paperback 1980, cosine similarity=0.35

book store 1930, cosine similarity=0.18
book store 1940, cosine similarity=0.07
book store 1950, cosine similarity=0.08
book store 1960, cosine similarity=0.14
book store 1970, cosine similarity=0.14
book store 1980, cosine similarity=0.13

bookbag book 1930, cosine similarity=0.00
bookbag book 1940, cosine similarity=0.00
bookbag book 1950, cosine similarity=0.00
bookbag book 1960, cosine similarity=0.00
bookbag book 1970, cosine similarity=0.00
bookbag book 1980, cosine similarity=0.00

bookbag school 1930, cosine similarity=0.00
bookbag school 1940, cosine similarity=0.00
bookbag school 1950, cosine similarity=0.00
bookbag school 1960, cosine similarity=0.00
bookbag school 1970, cosine similarity=0.00
bookbag school 1980, cosine similarity=0.00

bookbag backpack 1930, cosine similarity=0.00
bookbag backpack 1940, cosine similarity=0.00
bookbag backpack 1950, cosine similarity=0.00
bookbag backpack 1960, cosine similarity=0.00
bookbag backpack 1970, cosine similarity=0.00
bookbag backpack 1980, cosine similarity=0.00

bookbag carry 1930, cosine similarity=0.00
bookbag carry 1940, cosine similarity=0.00
bookbag carry 1950, cosine similarity=0.00
bookbag carry 1960, cosine similarity=0.00
bookbag carry 1970, cosine similarity=0.00
bookbag carry 1980, cosine similarity=0.00

bookbag knapsack 1930, cosine similarity=0.00
bookbag knapsack 1940, cosine similarity=0.00
bookbag knapsack 1950, cosine similarity=0.00
bookbag knapsack 1960, cosine similarity=0.00
bookbag knapsack 1970, cosine similarity=0.00
bookbag knapsack 1980, cosine similarity=0.00

bookbag purse 1930, cosine similarity=0.00
bookbag purse 1940, cosine similarity=0.00
bookbag purse 1950, cosine similarity=0.00
bookbag purse 1960, cosine similarity=0.00
bookbag purse 1970, cosine similarity=0.00
bookbag purse 1980, cosine similarity=0.00

bookbag bag 1930, cosine similarity=0.00
bookbag bag 1940, cosine similarity=0.00
bookbag bag 1950, cosine similarity=0.00
bookbag bag 1960, cosine similarity=0.00
bookbag bag 1970, cosine similarity=0.00
bookbag bag 1980, cosine similarity=0.00

bookbag green 1930, cosine similarity=0.00
bookbag green 1940, cosine similarity=0.00
bookbag green 1950, cosine similarity=0.00
bookbag green 1960, cosine similarity=0.00
bookbag green 1970, cosine similarity=0.00
bookbag green 1980, cosine similarity=0.00

bookbag heavy 1930, cosine similarity=0.00
bookbag heavy 1940, cosine similarity=0.00
bookbag heavy 1950, cosine similarity=0.00
bookbag heavy 1960, cosine similarity=0.00
bookbag heavy 1970, cosine similarity=0.00
bookbag heavy 1980, cosine similarity=0.00

bookbag pencil 1930, cosine similarity=0.00
bookbag pencil 1940, cosine similarity=0.00
bookbag pencil 1950, cosine similarity=0.00
bookbag pencil 1960, cosine similarity=0.00
bookbag pencil 1970, cosine similarity=0.00
bookbag pencil 1980, cosine similarity=0.00

bookbag rucksack 1930, cosine similarity=0.00
bookbag rucksack 1940, cosine similarity=0.00
bookbag rucksack 1950, cosine similarity=0.00
bookbag rucksack 1960, cosine similarity=0.00
bookbag rucksack 1970, cosine similarity=0.00
bookbag rucksack 1980, cosine similarity=0.00

bookbag sack 1930, cosine similarity=0.00
bookbag sack 1940, cosine similarity=0.00
bookbag sack 1950, cosine similarity=0.00
bookbag sack 1960, cosine similarity=0.00
bookbag sack 1970, cosine similarity=0.00
bookbag sack 1980, cosine similarity=0.00

boom bomb 1930, cosine similarity=0.15
boom bomb 1940, cosine similarity=0.17
boom bomb 1950, cosine similarity=0.14
boom bomb 1960, cosine similarity=0.21
boom bomb 1970, cosine similarity=0.12
boom bomb 1980, cosine similarity=0.10

boom loud 1930, cosine similarity=0.18
boom loud 1940, cosine similarity=0.18
boom loud 1950, cosine similarity=0.15
boom loud 1960, cosine similarity=0.16
boom loud 1970, cosine similarity=0.16
boom loud 1980, cosine similarity=0.12

boom bang 1930, cosine similarity=0.25
boom bang 1940, cosine similarity=0.22
boom bang 1950, cosine similarity=0.18
boom bang 1960, cosine similarity=0.20
boom bang 1970, cosine similarity=0.20
boom bang 1980, cosine similarity=0.23

boom box 1930, cosine similarity=-0.00
boom box 1940, cosine similarity=0.08
boom box 1950, cosine similarity=-0.04
boom box 1960, cosine similarity=0.08
boom box 1970, cosine similarity=-0.00
boom box 1980, cosine similarity=0.08

boom explosion 1930, cosine similarity=0.27
boom explosion 1940, cosine similarity=0.22
boom explosion 1950, cosine similarity=0.28
boom explosion 1960, cosine similarity=0.26
boom explosion 1970, cosine similarity=0.22
boom explosion 1980, cosine similarity=0.30

boom noise 1930, cosine similarity=0.25
boom noise 1940, cosine similarity=0.21
boom noise 1950, cosine similarity=0.17
boom noise 1960, cosine similarity=0.13
boom noise 1970, cosine similarity=0.15
boom noise 1980, cosine similarity=0.13

boom sonic 1930, cosine similarity=0.00
boom sonic 1940, cosine similarity=0.00
boom sonic 1950, cosine similarity=0.00
boom sonic 1960, cosine similarity=0.00
boom sonic 1970, cosine similarity=0.40
boom sonic 1980, cosine similarity=0.34

boom bass 1930, cosine similarity=0.04
boom bass 1940, cosine similarity=0.13
boom bass 1950, cosine similarity=0.16
boom bass 1960, cosine similarity=0.14
boom bass 1970, cosine similarity=0.08
boom bass 1980, cosine similarity=0.13

boom pow 1930, cosine similarity=0.00
boom pow 1940, cosine similarity=0.00
boom pow 1950, cosine similarity=0.00
boom pow 1960, cosine similarity=0.14
boom pow 1970, cosine similarity=0.10
boom pow 1980, cosine similarity=-0.00

boom crash 1930, cosine similarity=0.45
boom crash 1940, cosine similarity=0.41
boom crash 1950, cosine similarity=0.43
boom crash 1960, cosine similarity=0.37
boom crash 1970, cosine similarity=0.40
boom crash 1980, cosine similarity=0.35

boom baby 1930, cosine similarity=0.00
boom baby 1940, cosine similarity=0.05
boom baby 1950, cosine similarity=0.17
boom baby 1960, cosine similarity=0.22
boom baby 1970, cosine similarity=0.27
boom baby 1980, cosine similarity=0.36

boom sound 1930, cosine similarity=0.20
boom sound 1940, cosine similarity=0.14
boom sound 1950, cosine similarity=0.20
boom sound 1960, cosine similarity=0.12
boom sound 1970, cosine similarity=0.15
boom sound 1980, cosine similarity=0.07

boom balloon 1930, cosine similarity=0.22
boom balloon 1940, cosine similarity=0.26
boom balloon 1950, cosine similarity=0.23
boom balloon 1960, cosine similarity=0.24
boom balloon 1970, cosine similarity=0.17
boom balloon 1980, cosine similarity=0.19

boom big 1930, cosine similarity=0.19
boom big 1940, cosine similarity=0.20
boom big 1950, cosine similarity=0.18
boom big 1960, cosine similarity=0.19
boom big 1970, cosine similarity=0.15
boom big 1980, cosine similarity=0.19

boom explode 1930, cosine similarity=0.08
boom explode 1940, cosine similarity=0.03
boom explode 1950, cosine similarity=0.13
boom explode 1960, cosine similarity=0.07
boom explode 1970, cosine similarity=0.03
boom explode 1980, cosine similarity=0.12

boom firecracker 1930, cosine similarity=0.00
boom firecracker 1940, cosine similarity=0.00
boom firecracker 1950, cosine similarity=0.00
boom firecracker 1960, cosine similarity=0.00
boom firecracker 1970, cosine similarity=0.00
boom firecracker 1980, cosine similarity=0.00

boom gun 1930, cosine similarity=0.24
boom gun 1940, cosine similarity=0.25
boom gun 1950, cosine similarity=0.24
boom gun 1960, cosine similarity=0.22
boom gun 1970, cosine similarity=0.16
boom gun 1980, cosine similarity=0.16

boot shoes 1930, cosine similarity=0.39
boot shoes 1940, cosine similarity=0.40
boot shoes 1950, cosine similarity=0.32
boot shoes 1960, cosine similarity=0.39
boot shoes 1970, cosine similarity=0.33
boot shoes 1980, cosine similarity=0.32

boot camp 1930, cosine similarity=0.01
boot camp 1940, cosine similarity=0.11
boot camp 1950, cosine similarity=0.09
boot camp 1960, cosine similarity=0.07
boot camp 1970, cosine similarity=0.18
boot camp 1980, cosine similarity=0.18

boot foot 1930, cosine similarity=0.23
boot foot 1940, cosine similarity=0.23
boot foot 1950, cosine similarity=0.23
boot foot 1960, cosine similarity=0.23
boot foot 1970, cosine similarity=0.23
boot foot 1980, cosine similarity=0.25

boot kick 1930, cosine similarity=0.32
boot kick 1940, cosine similarity=0.24
boot kick 1950, cosine similarity=0.29
boot kick 1960, cosine similarity=0.28
boot kick 1970, cosine similarity=0.24
boot kick 1980, cosine similarity=0.27

boot cowboy 1930, cosine similarity=0.08
boot cowboy 1940, cosine similarity=0.21
boot cowboy 1950, cosine similarity=0.11
boot cowboy 1960, cosine similarity=0.24
boot cowboy 1970, cosine similarity=0.21
boot cowboy 1980, cosine similarity=0.15

boot leg 1930, cosine similarity=0.30
boot leg 1940, cosine similarity=0.25
boot leg 1950, cosine similarity=0.21
boot leg 1960, cosine similarity=0.24
boot leg 1970, cosine similarity=0.23
boot leg 1980, cosine similarity=0.17

boot army 1930, cosine similarity=-0.00
boot army 1940, cosine similarity=0.08
boot army 1950, cosine similarity=0.02
boot army 1960, cosine similarity=0.06
boot army 1970, cosine similarity=0.11
boot army 1980, cosine similarity=0.09

boot black 1930, cosine similarity=0.15
boot black 1940, cosine similarity=0.17
boot black 1950, cosine similarity=0.15
boot black 1960, cosine similarity=0.16
boot black 1970, cosine similarity=0.13
boot black 1980, cosine similarity=0.00

boot combat 1930, cosine similarity=-0.02
boot combat 1940, cosine similarity=0.02
boot combat 1950, cosine similarity=-0.04
boot combat 1960, cosine similarity=0.10
boot combat 1970, cosine similarity=0.07
boot combat 1980, cosine similarity=0.02

boot laces 1930, cosine similarity=0.21
boot laces 1940, cosine similarity=0.18
boot laces 1950, cosine similarity=0.33
boot laces 1960, cosine similarity=0.38
boot laces 1970, cosine similarity=0.27
boot laces 1980, cosine similarity=0.42

boot leather 1930, cosine similarity=0.44
boot leather 1940, cosine similarity=0.42
boot leather 1950, cosine similarity=0.36
boot leather 1960, cosine similarity=0.37
boot leather 1970, cosine similarity=0.35
boot leather 1980, cosine similarity=0.33

boot lick 1930, cosine similarity=0.15
boot lick 1940, cosine similarity=0.19
boot lick 1950, cosine similarity=0.14
boot lick 1960, cosine similarity=0.25
boot lick 1970, cosine similarity=0.22
boot lick 1980, cosine similarity=0.15

boot sneakers 1930, cosine similarity=0.00
boot sneakers 1940, cosine similarity=0.00
boot sneakers 1950, cosine similarity=0.00
boot sneakers 1960, cosine similarity=0.00
boot sneakers 1970, cosine similarity=0.30
boot sneakers 1980, cosine similarity=0.18

booth telephone 1930, cosine similarity=0.16
booth telephone 1940, cosine similarity=0.22
booth telephone 1950, cosine similarity=0.23
booth telephone 1960, cosine similarity=0.22
booth telephone 1970, cosine similarity=0.27
booth telephone 1980, cosine similarity=0.22

booth table 1930, cosine similarity=0.04
booth table 1940, cosine similarity=0.11
booth table 1950, cosine similarity=0.07
booth table 1960, cosine similarity=-0.02
booth table 1970, cosine similarity=0.05
booth table 1980, cosine similarity=0.07

booth kiss 1930, cosine similarity=-0.04
booth kiss 1940, cosine similarity=0.01
booth kiss 1950, cosine similarity=0.08
booth kiss 1960, cosine similarity=0.13
booth kiss 1970, cosine similarity=0.04
booth kiss 1980, cosine similarity=0.05

booth seat 1930, cosine similarity=0.14
booth seat 1940, cosine similarity=0.19
booth seat 1950, cosine similarity=0.22
booth seat 1960, cosine similarity=0.14
booth seat 1970, cosine similarity=0.16
booth seat 1980, cosine similarity=0.26

booth stand 1930, cosine similarity=0.02
booth stand 1940, cosine similarity=0.02
booth stand 1950, cosine similarity=0.04
booth stand 1960, cosine similarity=0.04
booth stand 1970, cosine similarity=0.11
booth stand 1980, cosine similarity=0.09

booth carnival 1930, cosine similarity=0.01
booth carnival 1940, cosine similarity=0.10
booth carnival 1950, cosine similarity=0.08
booth carnival 1960, cosine similarity=0.04
booth carnival 1970, cosine similarity=0.08
booth carnival 1980, cosine similarity=0.05

booth stall 1930, cosine similarity=0.24
booth stall 1940, cosine similarity=0.26
booth stall 1950, cosine similarity=0.22
booth stall 1960, cosine similarity=0.11
booth stall 1970, cosine similarity=0.25
booth stall 1980, cosine similarity=0.20

booth ticket 1930, cosine similarity=0.26
booth ticket 1940, cosine similarity=0.25
booth ticket 1950, cosine similarity=0.24
booth ticket 1960, cosine similarity=0.21
booth ticket 1970, cosine similarity=0.18
booth ticket 1980, cosine similarity=0.24

booth toll 1930, cosine similarity=-0.04
booth toll 1940, cosine similarity=0.03
booth toll 1950, cosine similarity=-0.02
booth toll 1960, cosine similarity=-0.00
booth toll 1970, cosine similarity=0.08
booth toll 1980, cosine similarity=0.03

booth lincoln 1930, cosine similarity=0.28
booth lincoln 1940, cosine similarity=0.21
booth lincoln 1950, cosine similarity=0.29
booth lincoln 1960, cosine similarity=0.22
booth lincoln 1970, cosine similarity=0.31
booth lincoln 1980, cosine similarity=0.26

booth restaurant 1930, cosine similarity=0.10
booth restaurant 1940, cosine similarity=0.27
booth restaurant 1950, cosine similarity=0.27
booth restaurant 1960, cosine similarity=0.12
booth restaurant 1970, cosine similarity=0.20
booth restaurant 1980, cosine similarity=0.19

booth vote 1930, cosine similarity=0.11
booth vote 1940, cosine similarity=0.05
booth vote 1950, cosine similarity=0.12
booth vote 1960, cosine similarity=0.17
booth vote 1970, cosine similarity=0.07
booth vote 1980, cosine similarity=0.14

booth sell 1930, cosine similarity=0.02
booth sell 1940, cosine similarity=0.01
booth sell 1950, cosine similarity=0.07
booth sell 1960, cosine similarity=-0.05
booth sell 1970, cosine similarity=0.02
booth sell 1980, cosine similarity=0.03

booth box 1930, cosine similarity=0.21
booth box 1940, cosine similarity=0.19
booth box 1950, cosine similarity=0.19
booth box 1960, cosine similarity=0.32
booth box 1970, cosine similarity=0.21
booth box 1980, cosine similarity=0.14

booth eat 1930, cosine similarity=-0.06
booth eat 1940, cosine similarity=-0.04
booth eat 1950, cosine similarity=-0.05
booth eat 1960, cosine similarity=-0.09
booth eat 1970, cosine similarity=-0.00
booth eat 1980, cosine similarity=-0.00

booth fair 1930, cosine similarity=0.12
booth fair 1940, cosine similarity=0.16
booth fair 1950, cosine similarity=0.12
booth fair 1960, cosine similarity=0.11
booth fair 1970, cosine similarity=0.05
booth fair 1980, cosine similarity=0.08

booth game 1930, cosine similarity=-0.04
booth game 1940, cosine similarity=0.02
booth game 1950, cosine similarity=0.02
booth game 1960, cosine similarity=-0.03
booth game 1970, cosine similarity=0.04
booth game 1980, cosine similarity=0.04

booth john 1930, cosine similarity=0.35
booth john 1940, cosine similarity=0.28
booth john 1950, cosine similarity=0.29
booth john 1960, cosine similarity=0.32
booth john 1970, cosine similarity=0.32
booth john 1980, cosine similarity=0.29

boots shoes 1930, cosine similarity=0.70
boots shoes 1940, cosine similarity=0.74
boots shoes 1950, cosine similarity=0.72
boots shoes 1960, cosine similarity=0.70
boots shoes 1970, cosine similarity=0.69
boots shoes 1980, cosine similarity=0.70

boots cowboy 1930, cosine similarity=0.23
boots cowboy 1940, cosine similarity=0.27
boots cowboy 1950, cosine similarity=0.31
boots cowboy 1960, cosine similarity=0.30
boots cowboy 1970, cosine similarity=0.35
boots cowboy 1980, cosine similarity=0.38

boots feet 1930, cosine similarity=0.34
boots feet 1940, cosine similarity=0.29
boots feet 1950, cosine similarity=0.30
boots feet 1960, cosine similarity=0.30
boots feet 1970, cosine similarity=0.32
boots feet 1980, cosine similarity=0.31

boots snow 1930, cosine similarity=0.29
boots snow 1940, cosine similarity=0.28
boots snow 1950, cosine similarity=0.33
boots snow 1960, cosine similarity=0.29
boots snow 1970, cosine similarity=0.31
boots snow 1980, cosine similarity=0.36

boots leather 1930, cosine similarity=0.49
boots leather 1940, cosine similarity=0.51
boots leather 1950, cosine similarity=0.54
boots leather 1960, cosine similarity=0.50
boots leather 1970, cosine similarity=0.53
boots leather 1980, cosine similarity=0.47

boots rain 1930, cosine similarity=0.16
boots rain 1940, cosine similarity=0.13
boots rain 1950, cosine similarity=0.16
boots rain 1960, cosine similarity=0.18
boots rain 1970, cosine similarity=0.14
boots rain 1980, cosine similarity=0.18

boots socks 1930, cosine similarity=0.55
boots socks 1940, cosine similarity=0.57
boots socks 1950, cosine similarity=0.57
boots socks 1960, cosine similarity=0.50
boots socks 1970, cosine similarity=0.54
boots socks 1980, cosine similarity=0.60

boots walk 1930, cosine similarity=0.14
boots walk 1940, cosine similarity=0.15
boots walk 1950, cosine similarity=0.21
boots walk 1960, cosine similarity=0.21
boots walk 1970, cosine similarity=0.18
boots walk 1980, cosine similarity=0.16

boots black 1930, cosine similarity=0.25
boots black 1940, cosine similarity=0.25
boots black 1950, cosine similarity=0.25
boots black 1960, cosine similarity=0.22
boots black 1970, cosine similarity=0.21
boots black 1980, cosine similarity=0.18

boots heel 1930, cosine similarity=0.30
boots heel 1940, cosine similarity=0.24
boots heel 1950, cosine similarity=0.30
boots heel 1960, cosine similarity=0.28
boots heel 1970, cosine similarity=0.26
boots heel 1980, cosine similarity=0.29

boots horse 1930, cosine similarity=0.26
boots horse 1940, cosine similarity=0.30
boots horse 1950, cosine similarity=0.30
boots horse 1960, cosine similarity=0.25
boots horse 1970, cosine similarity=0.25
boots horse 1980, cosine similarity=0.21

boots mitten 1930, cosine similarity=0.00
boots mitten 1940, cosine similarity=0.00
boots mitten 1950, cosine similarity=0.00
boots mitten 1960, cosine similarity=0.00
boots mitten 1970, cosine similarity=0.00
boots mitten 1980, cosine similarity=0.29

boots mud 1930, cosine similarity=0.32
boots mud 1940, cosine similarity=0.33
boots mud 1950, cosine similarity=0.31
boots mud 1960, cosine similarity=0.32
boots mud 1970, cosine similarity=0.30
boots mud 1980, cosine similarity=0.34

booze alcohol 1930, cosine similarity=0.00
booze alcohol 1940, cosine similarity=0.00
booze alcohol 1950, cosine similarity=0.00
booze alcohol 1960, cosine similarity=0.00
booze alcohol 1970, cosine similarity=0.15
booze alcohol 1980, cosine similarity=0.24

booze beer 1930, cosine similarity=0.00
booze beer 1940, cosine similarity=0.00
booze beer 1950, cosine similarity=0.00
booze beer 1960, cosine similarity=0.00
booze beer 1970, cosine similarity=0.25
booze beer 1980, cosine similarity=0.22

booze drink 1930, cosine similarity=0.00
booze drink 1940, cosine similarity=0.00
booze drink 1950, cosine similarity=0.00
booze drink 1960, cosine similarity=0.00
booze drink 1970, cosine similarity=0.18
booze drink 1980, cosine similarity=0.28

booze drunk 1930, cosine similarity=0.00
booze drunk 1940, cosine similarity=0.00
booze drunk 1950, cosine similarity=0.00
booze drunk 1960, cosine similarity=0.00
booze drunk 1970, cosine similarity=0.20
booze drunk 1980, cosine similarity=0.27

booze liquor 1930, cosine similarity=0.00
booze liquor 1940, cosine similarity=0.00
booze liquor 1950, cosine similarity=0.00
booze liquor 1960, cosine similarity=0.00
booze liquor 1970, cosine similarity=0.19
booze liquor 1980, cosine similarity=0.26

booze alcoholic 1930, cosine similarity=0.00
booze alcoholic 1940, cosine similarity=0.00
booze alcoholic 1950, cosine similarity=0.00
booze alcoholic 1960, cosine similarity=0.00
booze alcoholic 1970, cosine similarity=0.15
booze alcoholic 1980, cosine similarity=0.18

booze bottle 1930, cosine similarity=0.00
booze bottle 1940, cosine similarity=0.00
booze bottle 1950, cosine similarity=0.00
booze bottle 1960, cosine similarity=0.00
booze bottle 1970, cosine similarity=0.31
booze bottle 1980, cosine similarity=0.31

booze party 1930, cosine similarity=0.00
booze party 1940, cosine similarity=0.00
booze party 1950, cosine similarity=0.00
booze party 1960, cosine similarity=0.00
booze party 1970, cosine similarity=-0.03
booze party 1980, cosine similarity=-0.04

booze useless 1930, cosine similarity=0.00
booze useless 1940, cosine similarity=0.00
booze useless 1950, cosine similarity=0.00
booze useless 1960, cosine similarity=0.00
booze useless 1970, cosine similarity=-0.03
booze useless 1980, cosine similarity=0.08

booze vodka 1930, cosine similarity=0.00
booze vodka 1940, cosine similarity=0.00
booze vodka 1950, cosine similarity=0.00
booze vodka 1960, cosine similarity=0.00
booze vodka 1970, cosine similarity=0.22
booze vodka 1980, cosine similarity=0.24

booze whiskey 1930, cosine similarity=0.00
booze whiskey 1940, cosine similarity=0.00
booze whiskey 1950, cosine similarity=0.00
booze whiskey 1960, cosine similarity=0.00
booze whiskey 1970, cosine similarity=0.19
booze whiskey 1980, cosine similarity=0.26

border line 1930, cosine similarity=0.30
border line 1940, cosine similarity=0.26
border line 1950, cosine similarity=0.23
border line 1960, cosine similarity=0.22
border line 1970, cosine similarity=0.19
border line 1980, cosine similarity=0.16

border edge 1930, cosine similarity=0.45
border edge 1940, cosine similarity=0.36
border edge 1950, cosine similarity=0.37
border edge 1960, cosine similarity=0.35
border edge 1970, cosine similarity=0.36
border edge 1980, cosine similarity=0.34

border mexico 1930, cosine similarity=0.26
border mexico 1940, cosine similarity=0.29
border mexico 1950, cosine similarity=0.31
border mexico 1960, cosine similarity=0.26
border mexico 1970, cosine similarity=0.27
border mexico 1980, cosine similarity=0.28

border boundary 1930, cosine similarity=0.41
border boundary 1940, cosine similarity=0.40
border boundary 1950, cosine similarity=0.39
border boundary 1960, cosine similarity=0.41
border boundary 1970, cosine similarity=0.36
border boundary 1980, cosine similarity=0.30

border country 1930, cosine similarity=0.16
border country 1940, cosine similarity=0.12
border country 1950, cosine similarity=0.14
border country 1960, cosine similarity=0.16
border country 1970, cosine similarity=0.11
border country 1980, cosine similarity=0.11

border rim 1930, cosine similarity=0.38
border rim 1940, cosine similarity=0.27
border rim 1950, cosine similarity=0.30
border rim 1960, cosine similarity=0.35
border rim 1970, cosine similarity=0.34
border rim 1980, cosine similarity=0.31

border state 1930, cosine similarity=0.02
border state 1940, cosine similarity=0.08
border state 1950, cosine similarity=0.10
border state 1960, cosine similarity=0.04
border state 1970, cosine similarity=0.13
border state 1980, cosine similarity=0.07

border end 1930, cosine similarity=0.15
border end 1940, cosine similarity=0.05
border end 1950, cosine similarity=0.21
border end 1960, cosine similarity=0.18
border end 1970, cosine similarity=0.11
border end 1980, cosine similarity=0.13

border near 1930, cosine similarity=0.26
border near 1940, cosine similarity=0.37
border near 1950, cosine similarity=0.34
border near 1960, cosine similarity=0.31
border near 1970, cosine similarity=0.29
border near 1980, cosine similarity=0.28

border outline 1930, cosine similarity=0.17
border outline 1940, cosine similarity=0.11
border outline 1950, cosine similarity=0.10
border outline 1960, cosine similarity=0.07
border outline 1970, cosine similarity=0.08
border outline 1980, cosine similarity=0.06

border south 1930, cosine similarity=0.30
border south 1940, cosine similarity=0.34
border south 1950, cosine similarity=0.34
border south 1960, cosine similarity=0.31
border south 1970, cosine similarity=0.31
border south 1980, cosine similarity=0.31

border coast 1930, cosine similarity=0.31
border coast 1940, cosine similarity=0.34
border coast 1950, cosine similarity=0.28
border coast 1960, cosine similarity=0.35
border coast 1970, cosine similarity=0.37
border coast 1980, cosine similarity=0.34

border land 1930, cosine similarity=0.17
border land 1940, cosine similarity=0.14
border land 1950, cosine similarity=0.14
border land 1960, cosine similarity=0.14
border land 1970, cosine similarity=0.12
border land 1980, cosine similarity=0.10

border patrol 1930, cosine similarity=0.28
border patrol 1940, cosine similarity=0.21
border patrol 1950, cosine similarity=0.17
border patrol 1960, cosine similarity=0.25
border patrol 1970, cosine similarity=0.28
border patrol 1980, cosine similarity=0.24

border surrounding 1930, cosine similarity=0.16
border surrounding 1940, cosine similarity=0.12
border surrounding 1950, cosine similarity=0.21
border surrounding 1960, cosine similarity=0.18
border surrounding 1970, cosine similarity=0.19
border surrounding 1980, cosine similarity=0.20

border trim 1930, cosine similarity=0.07
border trim 1940, cosine similarity=0.07
border trim 1950, cosine similarity=0.03
border trim 1960, cosine similarity=0.00
border trim 1970, cosine similarity=0.04
border trim 1980, cosine similarity=0.06

bored tired 1930, cosine similarity=0.42
bored tired 1940, cosine similarity=0.41
bored tired 1950, cosine similarity=0.44
bored tired 1960, cosine similarity=0.46
bored tired 1970, cosine similarity=0.48
bored tired 1980, cosine similarity=0.47

bored class 1930, cosine similarity=-0.09
bored class 1940, cosine similarity=-0.07
bored class 1950, cosine similarity=-0.12
bored class 1960, cosine similarity=0.03
bored class 1970, cosine similarity=-0.03
bored class 1980, cosine similarity=-0.02

bored dull 1930, cosine similarity=0.27
