tab soda 1930, cosine similarity=0.00
void omit 1940, cosine similarity=0.08
void omit 1950, cosine similarity=0.01
void omit 1960, cosine similarity=0.13
void omit 1970, cosine similarity=0.14
void omit 1980, cosine similarity=0.04

void avoid 1930, cosine similarity=0.10
void avoid 1940, cosine similarity=0.10
void avoid 1950, cosine similarity=0.10
void avoid 1960, cosine similarity=0.13
void avoid 1970, cosine similarity=0.08
void avoid 1980, cosine similarity=0.07

void clear 1930, cosine similarity=0.11
void clear 1940, cosine similarity=0.12
void clear 1950, cosine similarity=0.14
void clear 1960, cosine similarity=0.08
void clear 1970, cosine similarity=0.12
void clear 1980, cosine similarity=0.14

void destroy 1930, cosine similarity=0.04
void destroy 1940, cosine similarity=-0.01
void destroy 1950, cosine similarity=0.06
void destroy 1960, cosine similarity=0.11
void destroy 1970, cosine similarity=0.07
void destroy 1980, cosine similarity=0.09

void end 1930, cosine similarity=0.03
void end 1940, cosine similarity=-0.06
void end 1950, cosine similarity=-0.04
void end 1960, cosine similarity=-0.01
void end 1970, cosine similarity=-0.01
void end 1980, cosine similarity=0.04

void register 1930, cosine similarity=0.04
void register 1940, cosine similarity=0.05
void register 1950, cosine similarity=-0.00
void register 1960, cosine similarity=0.02
void register 1970, cosine similarity=0.09
void register 1980, cosine similarity=0.01

void space 1930, cosine similarity=0.16
void space 1940, cosine similarity=0.19
void space 1950, cosine similarity=0.24
void space 1960, cosine similarity=0.19
void space 1970, cosine similarity=0.17
void space 1980, cosine similarity=0.18

void stop 1930, cosine similarity=0.05
void stop 1940, cosine similarity=0.02
void stop 1950, cosine similarity=0.00
void stop 1960, cosine similarity=0.02
void stop 1970, cosine similarity=-0.01
void stop 1980, cosine similarity=0.05

volcano erupt 1930, cosine similarity=0.00
volcano erupt 1940, cosine similarity=0.00
volcano erupt 1950, cosine similarity=0.26
volcano erupt 1960, cosine similarity=0.32
volcano erupt 1970, cosine similarity=0.24
volcano erupt 1980, cosine similarity=0.23

volcano lava 1930, cosine similarity=0.45
volcano lava 1940, cosine similarity=0.39
volcano lava 1950, cosine similarity=0.41
volcano lava 1960, cosine similarity=0.39
volcano lava 1970, cosine similarity=0.39
volcano lava 1980, cosine similarity=0.39

volcano hot 1930, cosine similarity=0.21
volcano hot 1940, cosine similarity=0.20
volcano hot 1950, cosine similarity=0.11
volcano hot 1960, cosine similarity=0.10
volcano hot 1970, cosine similarity=0.17
volcano hot 1980, cosine similarity=0.14

volcano ash 1930, cosine similarity=0.26
volcano ash 1940, cosine similarity=0.12
volcano ash 1950, cosine similarity=0.19
volcano ash 1960, cosine similarity=0.16
volcano ash 1970, cosine similarity=0.23
volcano ash 1980, cosine similarity=0.17

volcano explode 1930, cosine similarity=0.16
volcano explode 1940, cosine similarity=0.11
volcano explode 1950, cosine similarity=0.19
volcano explode 1960, cosine similarity=0.18
volcano explode 1970, cosine similarity=0.21
volcano explode 1980, cosine similarity=0.20

volcano fire 1930, cosine similarity=0.23
volcano fire 1940, cosine similarity=0.25
volcano fire 1950, cosine similarity=0.22
volcano fire 1960, cosine similarity=0.20
volcano fire 1970, cosine similarity=0.16
volcano fire 1980, cosine similarity=0.19

volcano hawaii 1930, cosine similarity=0.15
volcano hawaii 1940, cosine similarity=0.21
volcano hawaii 1950, cosine similarity=0.15
volcano hawaii 1960, cosine similarity=0.16
volcano hawaii 1970, cosine similarity=0.20
volcano hawaii 1980, cosine similarity=0.23

volcano mountain 1930, cosine similarity=0.35
volcano mountain 1940, cosine similarity=0.37
volcano mountain 1950, cosine similarity=0.31
volcano mountain 1960, cosine similarity=0.31
volcano mountain 1970, cosine similarity=0.26
volcano mountain 1980, cosine similarity=0.41

volcano island 1930, cosine similarity=0.18
volcano island 1940, cosine similarity=0.19
volcano island 1950, cosine similarity=0.27
volcano island 1960, cosine similarity=0.21
volcano island 1970, cosine similarity=0.27
volcano island 1980, cosine similarity=0.28

volcano joe 1930, cosine similarity=0.02
volcano joe 1940, cosine similarity=0.01
volcano joe 1950, cosine similarity=0.08
volcano joe 1960, cosine similarity=-0.02
volcano joe 1970, cosine similarity=-0.07
volcano joe 1980, cosine similarity=0.08

volleyball net 1930, cosine similarity=0.00
volleyball net 1940, cosine similarity=0.05
volleyball net 1950, cosine similarity=-0.03
volleyball net 1960, cosine similarity=-0.07
volleyball net 1970, cosine similarity=-0.01
volleyball net 1980, cosine similarity=-0.07

volleyball sport 1930, cosine similarity=0.00
volleyball sport 1940, cosine similarity=0.17
volleyball sport 1950, cosine similarity=0.25
volleyball sport 1960, cosine similarity=0.32
volleyball sport 1970, cosine similarity=0.20
volleyball sport 1980, cosine similarity=0.24

volleyball beach 1930, cosine similarity=0.00
volleyball beach 1940, cosine similarity=0.09
volleyball beach 1950, cosine similarity=0.18
volleyball beach 1960, cosine similarity=0.18
volleyball beach 1970, cosine similarity=0.17
volleyball beach 1980, cosine similarity=0.17

volleyball game 1930, cosine similarity=0.00
volleyball game 1940, cosine similarity=0.21
volleyball game 1950, cosine similarity=0.25
volleyball game 1960, cosine similarity=0.35
volleyball game 1970, cosine similarity=0.28
volleyball game 1980, cosine similarity=0.28

volleyball basketball 1930, cosine similarity=0.00
volleyball basketball 1940, cosine similarity=0.49
volleyball basketball 1950, cosine similarity=0.65
volleyball basketball 1960, cosine similarity=0.82
volleyball basketball 1970, cosine similarity=0.53
volleyball basketball 1980, cosine similarity=0.52

volleyball sand 1930, cosine similarity=0.00
volleyball sand 1940, cosine similarity=0.03
volleyball sand 1950, cosine similarity=0.16
volleyball sand 1960, cosine similarity=0.09
volleyball sand 1970, cosine similarity=0.16
volleyball sand 1980, cosine similarity=0.08

volleyball football 1930, cosine similarity=0.00
volleyball football 1940, cosine similarity=0.35
volleyball football 1950, cosine similarity=0.48
volleyball football 1960, cosine similarity=0.59
volleyball football 1970, cosine similarity=0.42
volleyball football 1980, cosine similarity=0.40

volleyball player 1930, cosine similarity=0.00
volleyball player 1940, cosine similarity=0.18
volleyball player 1950, cosine similarity=0.25
volleyball player 1960, cosine similarity=0.32
volleyball player 1970, cosine similarity=0.25
volleyball player 1980, cosine similarity=0.24

volleyball spike 1930, cosine similarity=0.00
volleyball spike 1940, cosine similarity=0.03
volleyball spike 1950, cosine similarity=0.12
volleyball spike 1960, cosine similarity=0.02
volleyball spike 1970, cosine similarity=0.06
volleyball spike 1980, cosine similarity=0.09

volleyball team 1930, cosine similarity=0.00
volleyball team 1940, cosine similarity=0.23
volleyball team 1950, cosine similarity=0.23
volleyball team 1960, cosine similarity=0.37
volleyball team 1970, cosine similarity=0.21
volleyball team 1980, cosine similarity=0.18

volleyball fun 1930, cosine similarity=0.00
volleyball fun 1940, cosine similarity=0.00
volleyball fun 1950, cosine similarity=0.14
volleyball fun 1960, cosine similarity=0.11
volleyball fun 1970, cosine similarity=0.02
volleyball fun 1980, cosine similarity=0.09

volleyball soccer 1930, cosine similarity=0.00
volleyball soccer 1940, cosine similarity=0.40
volleyball soccer 1950, cosine similarity=0.62
volleyball soccer 1960, cosine similarity=0.69
volleyball soccer 1970, cosine similarity=0.48
volleyball soccer 1980, cosine similarity=0.45

volleyball ball 1930, cosine similarity=0.00
volleyball ball 1940, cosine similarity=0.18
volleyball ball 1950, cosine similarity=0.23
volleyball ball 1960, cosine similarity=0.27
volleyball ball 1970, cosine similarity=0.20
volleyball ball 1980, cosine similarity=0.23

volleyball olympics 1930, cosine similarity=0.00
volleyball olympics 1940, cosine similarity=0.00
volleyball olympics 1950, cosine similarity=0.00
volleyball olympics 1960, cosine similarity=0.16
volleyball olympics 1970, cosine similarity=0.16
volleyball olympics 1980, cosine similarity=0.20

volleyball play 1930, cosine similarity=0.00
volleyball play 1940, cosine similarity=0.12
volleyball play 1950, cosine similarity=0.25
volleyball play 1960, cosine similarity=0.20
volleyball play 1970, cosine similarity=0.22
volleyball play 1980, cosine similarity=0.15

volleyball tennis 1930, cosine similarity=0.00
volleyball tennis 1940, cosine similarity=0.37
volleyball tennis 1950, cosine similarity=0.56
volleyball tennis 1960, cosine similarity=0.71
volleyball tennis 1970, cosine similarity=0.47
volleyball tennis 1980, cosine similarity=0.47

volt electricity 1930, cosine similarity=0.26
volt electricity 1940, cosine similarity=0.25
volt electricity 1950, cosine similarity=0.27
volt electricity 1960, cosine similarity=0.25
volt electricity 1970, cosine similarity=0.20
volt electricity 1980, cosine similarity=0.20

volt lightning 1930, cosine similarity=0.07
volt lightning 1940, cosine similarity=0.10
volt lightning 1950, cosine similarity=0.09
volt lightning 1960, cosine similarity=0.09
volt lightning 1970, cosine similarity=0.13
volt lightning 1980, cosine similarity=0.03

volt shock 1930, cosine similarity=0.11
volt shock 1940, cosine similarity=0.06
volt shock 1950, cosine similarity=0.05
volt shock 1960, cosine similarity=0.11
volt shock 1970, cosine similarity=0.20
volt shock 1980, cosine similarity=0.10

volt amp 1930, cosine similarity=0.38
volt amp 1940, cosine similarity=0.34
volt amp 1950, cosine similarity=0.36
volt amp 1960, cosine similarity=0.29
volt amp 1970, cosine similarity=0.25
volt amp 1980, cosine similarity=0.28

volt battery 1930, cosine similarity=0.39
volt battery 1940, cosine similarity=0.40
volt battery 1950, cosine similarity=0.38
volt battery 1960, cosine similarity=0.34
volt battery 1970, cosine similarity=0.36
volt battery 1980, cosine similarity=0.34

volt energy 1930, cosine similarity=0.26
volt energy 1940, cosine similarity=0.29
volt energy 1950, cosine similarity=0.26
volt energy 1960, cosine similarity=0.30
volt energy 1970, cosine similarity=0.23
volt energy 1980, cosine similarity=0.29

volt voltage 1930, cosine similarity=0.54
volt voltage 1940, cosine similarity=0.52
volt voltage 1950, cosine similarity=0.53
volt voltage 1960, cosine similarity=0.46
volt voltage 1970, cosine similarity=0.47
volt voltage 1980, cosine similarity=0.49

volt watt 1930, cosine similarity=0.38
volt watt 1940, cosine similarity=0.40
volt watt 1950, cosine similarity=0.40
volt watt 1960, cosine similarity=0.32
volt watt 1970, cosine similarity=0.34
volt watt 1980, cosine similarity=0.31

volt charge 1930, cosine similarity=0.09
volt charge 1940, cosine similarity=0.13
volt charge 1950, cosine similarity=0.11
volt charge 1960, cosine similarity=0.10
volt charge 1970, cosine similarity=0.14
volt charge 1980, cosine similarity=0.10

volt pole 1930, cosine similarity=0.27
volt pole 1940, cosine similarity=0.27
volt pole 1950, cosine similarity=0.25
volt pole 1960, cosine similarity=0.23
volt pole 1970, cosine similarity=0.12
volt pole 1980, cosine similarity=0.21

volt power 1930, cosine similarity=0.17
volt power 1940, cosine similarity=0.15
volt power 1950, cosine similarity=0.15
volt power 1960, cosine similarity=0.07
volt power 1970, cosine similarity=0.06
volt power 1980, cosine similarity=0.10

volt current 1930, cosine similarity=0.35
volt current 1940, cosine similarity=0.37
volt current 1950, cosine similarity=0.31
volt current 1960, cosine similarity=0.29
volt current 1970, cosine similarity=0.32
volt current 1980, cosine similarity=0.27

volt light 1930, cosine similarity=0.08
volt light 1940, cosine similarity=0.10
volt light 1950, cosine similarity=0.06
volt light 1960, cosine similarity=0.05
volt light 1970, cosine similarity=0.11
volt light 1980, cosine similarity=0.11

volt lock 1930, cosine similarity=-0.00
volt lock 1940, cosine similarity=-0.00
volt lock 1950, cosine similarity=0.01
volt lock 1960, cosine similarity=0.05
volt lock 1970, cosine similarity=0.03
volt lock 1980, cosine similarity=0.08

volume loud 1930, cosine similarity=-0.06
volume loud 1940, cosine similarity=-0.08
volume loud 1950, cosine similarity=-0.10
volume loud 1960, cosine similarity=-0.12
volume loud 1970, cosine similarity=-0.09
volume loud 1980, cosine similarity=-0.09

volume sound 1930, cosine similarity=0.00
volume sound 1940, cosine similarity=-0.01
volume sound 1950, cosine similarity=0.01
volume sound 1960, cosine similarity=-0.01
volume sound 1970, cosine similarity=-0.06
volume sound 1980, cosine similarity=-0.06

volume music 1930, cosine similarity=0.05
volume music 1940, cosine similarity=0.02
volume music 1950, cosine similarity=0.02
volume music 1960, cosine similarity=0.02
volume music 1970, cosine similarity=0.03
volume music 1980, cosine similarity=0.02

volume amount 1930, cosine similarity=0.27
volume amount 1940, cosine similarity=0.33
volume amount 1950, cosine similarity=0.26
volume amount 1960, cosine similarity=0.25
volume amount 1970, cosine similarity=0.25
volume amount 1980, cosine similarity=0.26

volume book 1930, cosine similarity=0.33
volume book 1940, cosine similarity=0.28
volume book 1950, cosine similarity=0.36
volume book 1960, cosine similarity=0.29
volume book 1970, cosine similarity=0.35
volume book 1980, cosine similarity=0.31

volume radio 1930, cosine similarity=0.06
volume radio 1940, cosine similarity=-0.04
volume radio 1950, cosine similarity=0.01
volume radio 1960, cosine similarity=-0.04
volume radio 1970, cosine similarity=-0.02
volume radio 1980, cosine similarity=-0.01

volume stereo 1930, cosine similarity=0.00
volume stereo 1940, cosine similarity=0.00
volume stereo 1950, cosine similarity=0.00
volume stereo 1960, cosine similarity=0.11
volume stereo 1970, cosine similarity=-0.08
volume stereo 1980, cosine similarity=-0.01

volume noise 1930, cosine similarity=-0.01
volume noise 1940, cosine similarity=-0.00
volume noise 1950, cosine similarity=-0.03
volume noise 1960, cosine similarity=-0.03
volume noise 1970, cosine similarity=-0.02
volume noise 1980, cosine similarity=0.02

volume up 1930, cosine similarity=0.03
volume up 1940, cosine similarity=0.04
volume up 1950, cosine similarity=0.01
volume up 1960, cosine similarity=0.03
volume up 1970, cosine similarity=0.01
volume up 1980, cosine similarity=0.01

volume high 1930, cosine similarity=-0.01
volume high 1940, cosine similarity=0.02
volume high 1950, cosine similarity=0.01
volume high 1960, cosine similarity=0.06
volume high 1970, cosine similarity=0.06
volume high 1980, cosine similarity=0.01

volume water 1930, cosine similarity=0.22
volume water 1940, cosine similarity=0.27
volume water 1950, cosine similarity=0.20
volume water 1960, cosine similarity=0.24
volume water 1970, cosine similarity=0.16
volume water 1980, cosine similarity=0.14

volume mass 1930, cosine similarity=0.21
volume mass 1940, cosine similarity=0.25
volume mass 1950, cosine similarity=0.22
volume mass 1960, cosine similarity=0.23
volume mass 1970, cosine similarity=0.25
volume mass 1980, cosine similarity=0.25

volume bud 1930, cosine similarity=-0.04
volume bud 1940, cosine similarity=-0.14
volume bud 1950, cosine similarity=-0.09
volume bud 1960, cosine similarity=-0.02
volume bud 1970, cosine similarity=-0.06
volume bud 1980, cosine similarity=-0.02

volume control 1930, cosine similarity=-0.01
volume control 1940, cosine similarity=-0.02
volume control 1950, cosine similarity=0.02
volume control 1960, cosine similarity=0.01
volume control 1970, cosine similarity=-0.04
volume control 1980, cosine similarity=0.01

volume television 1930, cosine similarity=0.05
volume television 1940, cosine similarity=0.03
volume television 1950, cosine similarity=0.06
volume television 1960, cosine similarity=-0.00
volume television 1970, cosine similarity=0.00
volume television 1980, cosine similarity=-0.05

volume turn 1930, cosine similarity=0.01
volume turn 1940, cosine similarity=0.06
volume turn 1950, cosine similarity=0.07
volume turn 1960, cosine similarity=0.05
volume turn 1970, cosine similarity=0.06
volume turn 1980, cosine similarity=0.03

volume voice 1930, cosine similarity=-0.05
volume voice 1940, cosine similarity=-0.12
volume voice 1950, cosine similarity=-0.10
volume voice 1960, cosine similarity=-0.12
volume voice 1970, cosine similarity=-0.06
volume voice 1980, cosine similarity=-0.08

volume liquid 1930, cosine similarity=0.29
volume liquid 1940, cosine similarity=0.37
volume liquid 1950, cosine similarity=0.34
volume liquid 1960, cosine similarity=0.34
volume liquid 1970, cosine similarity=0.29
volume liquid 1980, cosine similarity=0.21

volunteer help 1930, cosine similarity=0.17
volunteer help 1940, cosine similarity=0.18
volunteer help 1950, cosine similarity=0.21
volunteer help 1960, cosine similarity=0.21
volunteer help 1970, cosine similarity=0.22
volunteer help 1980, cosine similarity=0.28

volunteer work 1930, cosine similarity=0.16
volunteer work 1940, cosine similarity=0.17
volunteer work 1950, cosine similarity=0.23
volunteer work 1960, cosine similarity=0.12
volunteer work 1970, cosine similarity=0.24
volunteer work 1980, cosine similarity=0.23

volunteer red cross 1930, cosine similarity=0.00
volunteer red cross 1940, cosine similarity=0.00
volunteer red cross 1950, cosine similarity=0.00
volunteer red cross 1960, cosine similarity=0.00
volunteer red cross 1970, cosine similarity=0.00
volunteer red cross 1980, cosine similarity=0.00

volunteer hospital 1930, cosine similarity=0.18
volunteer hospital 1940, cosine similarity=0.21
volunteer hospital 1950, cosine similarity=0.22
volunteer hospital 1960, cosine similarity=0.22
volunteer hospital 1970, cosine similarity=0.22
volunteer hospital 1980, cosine similarity=0.24

volunteer free 1930, cosine similarity=0.00
volunteer free 1940, cosine similarity=0.10
volunteer free 1950, cosine similarity=0.08
volunteer free 1960, cosine similarity=0.00
volunteer free 1970, cosine similarity=0.06
volunteer free 1980, cosine similarity=0.04

volunteer offer 1930, cosine similarity=0.10
volunteer offer 1940, cosine similarity=0.10
volunteer offer 1950, cosine similarity=0.09
volunteer offer 1960, cosine similarity=0.14
volunteer offer 1970, cosine similarity=0.13
volunteer offer 1980, cosine similarity=0.07

volunteer nice 1930, cosine similarity=-0.06
volunteer nice 1940, cosine similarity=0.01
volunteer nice 1950, cosine similarity=0.01
volunteer nice 1960, cosine similarity=-0.04
volunteer nice 1970, cosine similarity=-0.02
volunteer nice 1980, cosine similarity=0.00

volunteer tennessee 1930, cosine similarity=0.22
volunteer tennessee 1940, cosine similarity=0.19
volunteer tennessee 1950, cosine similarity=0.24
volunteer tennessee 1960, cosine similarity=0.22
volunteer tennessee 1970, cosine similarity=0.16
volunteer tennessee 1980, cosine similarity=0.20

volunteer time 1930, cosine similarity=0.05
volunteer time 1940, cosine similarity=-0.01
volunteer time 1950, cosine similarity=0.05
volunteer time 1960, cosine similarity=-0.04
volunteer time 1970, cosine similarity=0.05
volunteer time 1980, cosine similarity=0.17

volunteer aid 1930, cosine similarity=0.24
volunteer aid 1940, cosine similarity=0.19
volunteer aid 1950, cosine similarity=0.16
volunteer aid 1960, cosine similarity=0.23
volunteer aid 1970, cosine similarity=0.23
volunteer aid 1980, cosine similarity=0.22

volunteer generous 1930, cosine similarity=0.01
volunteer generous 1940, cosine similarity=0.12
volunteer generous 1950, cosine similarity=-0.02
volunteer generous 1960, cosine similarity=0.04
volunteer generous 1970, cosine similarity=0.07
volunteer generous 1980, cosine similarity=0.03

volunteer give 1930, cosine similarity=0.08
volunteer give 1940, cosine similarity=0.09
volunteer give 1950, cosine similarity=0.08
volunteer give 1960, cosine similarity=0.15
volunteer give 1970, cosine similarity=0.11
volunteer give 1980, cosine similarity=0.11

volunteer willing 1930, cosine similarity=0.14
volunteer willing 1940, cosine similarity=0.17
volunteer willing 1950, cosine similarity=0.14
volunteer willing 1960, cosine similarity=0.25
volunteer willing 1970, cosine similarity=0.27
volunteer willing 1980, cosine similarity=0.24

vomit puke 1930, cosine similarity=0.00
vomit puke 1940, cosine similarity=0.00
vomit puke 1950, cosine similarity=0.00
vomit puke 1960, cosine similarity=0.00
vomit puke 1970, cosine similarity=0.00
vomit puke 1980, cosine similarity=0.20

vomit sick 1930, cosine similarity=0.18
vomit sick 1940, cosine similarity=0.10
vomit sick 1950, cosine similarity=0.19
vomit sick 1960, cosine similarity=0.25
vomit sick 1970, cosine similarity=0.19
vomit sick 1980, cosine similarity=0.19

vomit throw up 1930, cosine similarity=0.00
vomit throw up 1940, cosine similarity=0.00
vomit throw up 1950, cosine similarity=0.00
vomit throw up 1960, cosine similarity=0.00
vomit throw up 1970, cosine similarity=0.00
vomit throw up 1980, cosine similarity=0.00

vomit beer 1930, cosine similarity=0.10
vomit beer 1940, cosine similarity=0.16
vomit beer 1950, cosine similarity=-0.00
vomit beer 1960, cosine similarity=0.08
vomit beer 1970, cosine similarity=0.09
vomit beer 1980, cosine similarity=0.11

vomit gross 1930, cosine similarity=0.04
vomit gross 1940, cosine similarity=0.08
vomit gross 1950, cosine similarity=0.03
vomit gross 1960, cosine similarity=-0.02
vomit gross 1970, cosine similarity=0.05
vomit gross 1980, cosine similarity=-0.16

vomit hurl 1930, cosine similarity=0.17
vomit hurl 1940, cosine similarity=0.06
vomit hurl 1950, cosine similarity=0.08
vomit hurl 1960, cosine similarity=0.22
vomit hurl 1970, cosine similarity=0.16
vomit hurl 1980, cosine similarity=0.18

vomit drink 1930, cosine similarity=0.17
vomit drink 1940, cosine similarity=0.25
vomit drink 1950, cosine similarity=0.18
vomit drink 1960, cosine similarity=0.27
vomit drink 1970, cosine similarity=0.24
vomit drink 1980, cosine similarity=0.24

vomit regurgitate 1930, cosine similarity=0.00
vomit regurgitate 1940, cosine similarity=0.00
vomit regurgitate 1950, cosine similarity=0.00
vomit regurgitate 1960, cosine similarity=0.00
vomit regurgitate 1970, cosine similarity=0.00
vomit regurgitate 1980, cosine similarity=0.00

vomit disgusting 1930, cosine similarity=0.14
vomit disgusting 1940, cosine similarity=0.14
vomit disgusting 1950, cosine similarity=0.08
vomit disgusting 1960, cosine similarity=0.14
vomit disgusting 1970, cosine similarity=0.13
vomit disgusting 1980, cosine similarity=0.21

vomit yuck 1930, cosine similarity=0.00
vomit yuck 1940, cosine similarity=0.00
vomit yuck 1950, cosine similarity=0.00
vomit yuck 1960, cosine similarity=0.00
vomit yuck 1970, cosine similarity=0.00
vomit yuck 1980, cosine similarity=0.00

vomit barf 1930, cosine similarity=0.00
vomit barf 1940, cosine similarity=0.00
vomit barf 1950, cosine similarity=0.00
vomit barf 1960, cosine similarity=0.00
vomit barf 1970, cosine similarity=0.00
vomit barf 1980, cosine similarity=0.00

vomit drunk 1930, cosine similarity=0.19
vomit drunk 1940, cosine similarity=0.18
vomit drunk 1950, cosine similarity=0.22
vomit drunk 1960, cosine similarity=0.26
vomit drunk 1970, cosine similarity=0.20
vomit drunk 1980, cosine similarity=0.20

vomit hangover 1930, cosine similarity=0.00
vomit hangover 1940, cosine similarity=0.00
vomit hangover 1950, cosine similarity=0.23
vomit hangover 1960, cosine similarity=0.13
vomit hangover 1970, cosine similarity=0.01
vomit hangover 1980, cosine similarity=0.15

vomit purge 1930, cosine similarity=0.22
vomit purge 1940, cosine similarity=0.08
vomit purge 1950, cosine similarity=0.22
vomit purge 1960, cosine similarity=0.20
vomit purge 1970, cosine similarity=0.11
vomit purge 1980, cosine similarity=0.09

vomit spew 1930, cosine similarity=0.00
vomit spew 1940, cosine similarity=0.00
vomit spew 1950, cosine similarity=0.00
vomit spew 1960, cosine similarity=0.00
vomit spew 1970, cosine similarity=0.00
vomit spew 1980, cosine similarity=0.00

vomit toilet 1930, cosine similarity=0.22
vomit toilet 1940, cosine similarity=0.11
vomit toilet 1950, cosine similarity=0.11
vomit toilet 1960, cosine similarity=0.08
vomit toilet 1970, cosine similarity=0.18
vomit toilet 1980, cosine similarity=0.18

voodoo doll 1930, cosine similarity=0.00
voodoo doll 1940, cosine similarity=0.00
voodoo doll 1950, cosine similarity=0.00
voodoo doll 1960, cosine similarity=0.00
voodoo doll 1970, cosine similarity=0.14
voodoo doll 1980, cosine similarity=0.15

voodoo magic 1930, cosine similarity=0.00
voodoo magic 1940, cosine similarity=0.00
voodoo magic 1950, cosine similarity=0.00
voodoo magic 1960, cosine similarity=0.00
voodoo magic 1970, cosine similarity=0.33
voodoo magic 1980, cosine similarity=0.18

voodoo witchcraft 1930, cosine similarity=0.00
voodoo witchcraft 1940, cosine similarity=0.00
voodoo witchcraft 1950, cosine similarity=0.00
voodoo witchcraft 1960, cosine similarity=0.00
voodoo witchcraft 1970, cosine similarity=0.26
voodoo witchcraft 1980, cosine similarity=0.27

voodoo witch 1930, cosine similarity=0.00
voodoo witch 1940, cosine similarity=0.00
voodoo witch 1950, cosine similarity=0.00
voodoo witch 1960, cosine similarity=0.00
voodoo witch 1970, cosine similarity=0.25
voodoo witch 1980, cosine similarity=0.26

voodoo religion 1930, cosine similarity=0.00
voodoo religion 1940, cosine similarity=0.00
voodoo religion 1950, cosine similarity=0.00
voodoo religion 1960, cosine similarity=0.00
voodoo religion 1970, cosine similarity=0.22
voodoo religion 1980, cosine similarity=0.13

voodoo curse 1930, cosine similarity=0.00
voodoo curse 1940, cosine similarity=0.00
voodoo curse 1950, cosine similarity=0.00
voodoo curse 1960, cosine similarity=0.00
voodoo curse 1970, cosine similarity=0.22
voodoo curse 1980, cosine similarity=0.17

voodoo superstition 1930, cosine similarity=0.00
voodoo superstition 1940, cosine similarity=0.00
voodoo superstition 1950, cosine similarity=0.00
voodoo superstition 1960, cosine similarity=0.00
voodoo superstition 1970, cosine similarity=0.18
voodoo superstition 1980, cosine similarity=0.15

voodoo black magic 1930, cosine similarity=0.00
voodoo black magic 1940, cosine similarity=0.00
voodoo black magic 1950, cosine similarity=0.00
voodoo black magic 1960, cosine similarity=0.00
voodoo black magic 1970, cosine similarity=0.00
voodoo black magic 1980, cosine similarity=0.00

voodoo devil 1930, cosine similarity=0.00
voodoo devil 1940, cosine similarity=0.00
voodoo devil 1950, cosine similarity=0.00
voodoo devil 1960, cosine similarity=0.00
voodoo devil 1970, cosine similarity=0.23
voodoo devil 1980, cosine similarity=0.16

voodoo spirits 1930, cosine similarity=0.00
voodoo spirits 1940, cosine similarity=0.00
voodoo spirits 1950, cosine similarity=0.00
voodoo spirits 1960, cosine similarity=0.00
voodoo spirits 1970, cosine similarity=0.19
voodoo spirits 1980, cosine similarity=0.16

voodoo bad 1930, cosine similarity=0.00
voodoo bad 1940, cosine similarity=0.00
voodoo bad 1950, cosine similarity=0.00
voodoo bad 1960, cosine similarity=0.00
voodoo bad 1970, cosine similarity=-0.04
voodoo bad 1980, cosine similarity=0.02

voodoo black 1930, cosine similarity=0.00
voodoo black 1940, cosine similarity=0.00
voodoo black 1950, cosine similarity=0.00
voodoo black 1960, cosine similarity=0.00
voodoo black 1970, cosine similarity=0.24
voodoo black 1980, cosine similarity=0.17

voodoo cult 1930, cosine similarity=0.00
voodoo cult 1940, cosine similarity=0.00
voodoo cult 1950, cosine similarity=0.00
voodoo cult 1960, cosine similarity=0.00
voodoo cult 1970, cosine similarity=0.36
voodoo cult 1980, cosine similarity=0.15

voodoo doctor 1930, cosine similarity=0.00
voodoo doctor 1940, cosine similarity=0.00
voodoo doctor 1950, cosine similarity=0.00
voodoo doctor 1960, cosine similarity=0.00
voodoo doctor 1970, cosine similarity=0.00
voodoo doctor 1980, cosine similarity=0.04

voodoo evil 1930, cosine similarity=0.00
voodoo evil 1940, cosine similarity=0.00
voodoo evil 1950, cosine similarity=0.00
voodoo evil 1960, cosine similarity=0.00
voodoo evil 1970, cosine similarity=0.05
voodoo evil 1980, cosine similarity=0.05

voodoo spell 1930, cosine similarity=0.00
voodoo spell 1940, cosine similarity=0.00
voodoo spell 1950, cosine similarity=0.00
voodoo spell 1960, cosine similarity=0.00
voodoo spell 1970, cosine similarity=-0.01
voodoo spell 1980, cosine similarity=0.05

voodoo spooky 1930, cosine similarity=0.00
voodoo spooky 1940, cosine similarity=0.00
voodoo spooky 1950, cosine similarity=0.00
voodoo spooky 1960, cosine similarity=0.00
voodoo spooky 1970, cosine similarity=0.00
voodoo spooky 1980, cosine similarity=0.00

voodoo taboo 1930, cosine similarity=0.00
voodoo taboo 1940, cosine similarity=0.00
voodoo taboo 1950, cosine similarity=0.00
voodoo taboo 1960, cosine similarity=0.00
voodoo taboo 1970, cosine similarity=0.16
voodoo taboo 1980, cosine similarity=0.12

voodoo weird 1930, cosine similarity=0.00
voodoo weird 1940, cosine similarity=0.00
voodoo weird 1950, cosine similarity=0.00
voodoo weird 1960, cosine similarity=0.00
voodoo weird 1970, cosine similarity=0.22
voodoo weird 1980, cosine similarity=0.09

voodoo witch doctor 1930, cosine similarity=0.00
voodoo witch doctor 1940, cosine similarity=0.00
