gag choke 1930, cosine similarity=0.18

kindness tenderness 1930, cosine similarity=0.43
kindness tenderness 1940, cosine similarity=0.40
kindness tenderness 1950, cosine similarity=0.41
kindness tenderness 1960, cosine similarity=0.40
kindness tenderness 1970, cosine similarity=0.37
kindness tenderness 1980, cosine similarity=0.37

kindness thoughtfulness 1930, cosine similarity=0.00
kindness thoughtfulness 1940, cosine similarity=0.00
kindness thoughtfulness 1950, cosine similarity=0.36
kindness thoughtfulness 1960, cosine similarity=0.58
kindness thoughtfulness 1970, cosine similarity=0.44
kindness thoughtfulness 1980, cosine similarity=0.40

kindness warmth 1930, cosine similarity=0.32
kindness warmth 1940, cosine similarity=0.27
kindness warmth 1950, cosine similarity=0.31
kindness warmth 1960, cosine similarity=0.38
kindness warmth 1970, cosine similarity=0.38
kindness warmth 1980, cosine similarity=0.36

kinetic energy 1930, cosine similarity=0.60
kinetic energy 1940, cosine similarity=0.60
kinetic energy 1950, cosine similarity=0.57
kinetic energy 1960, cosine similarity=0.59
kinetic energy 1970, cosine similarity=0.56
kinetic energy 1980, cosine similarity=0.53

kinetic movement 1930, cosine similarity=0.13
kinetic movement 1940, cosine similarity=0.10
kinetic movement 1950, cosine similarity=0.12
kinetic movement 1960, cosine similarity=0.12
kinetic movement 1970, cosine similarity=0.11
kinetic movement 1980, cosine similarity=0.08

kinetic potential 1930, cosine similarity=0.46
kinetic potential 1940, cosine similarity=0.43
kinetic potential 1950, cosine similarity=0.42
kinetic potential 1960, cosine similarity=0.36
kinetic potential 1970, cosine similarity=0.36
kinetic potential 1980, cosine similarity=0.33

kinetic science 1930, cosine similarity=0.04
kinetic science 1940, cosine similarity=0.00
kinetic science 1950, cosine similarity=0.02
kinetic science 1960, cosine similarity=-0.04
kinetic science 1970, cosine similarity=-0.04
kinetic science 1980, cosine similarity=-0.05

kinetic motion 1930, cosine similarity=0.36
kinetic motion 1940, cosine similarity=0.35
kinetic motion 1950, cosine similarity=0.34
kinetic motion 1960, cosine similarity=0.38
kinetic motion 1970, cosine similarity=0.31
kinetic motion 1980, cosine similarity=0.32

kinetic physics 1930, cosine similarity=0.18
kinetic physics 1940, cosine similarity=0.22
kinetic physics 1950, cosine similarity=0.26
kinetic physics 1960, cosine similarity=0.27
kinetic physics 1970, cosine similarity=0.30
kinetic physics 1980, cosine similarity=0.21

kinetic gene 1930, cosine similarity=0.19
kinetic gene 1940, cosine similarity=0.12
kinetic gene 1950, cosine similarity=0.12
kinetic gene 1960, cosine similarity=0.08
kinetic gene 1970, cosine similarity=0.11
kinetic gene 1980, cosine similarity=0.10

king queen 1930, cosine similarity=0.66
king queen 1940, cosine similarity=0.62
king queen 1950, cosine similarity=0.68
king queen 1960, cosine similarity=0.62
king queen 1970, cosine similarity=0.67
king queen 1980, cosine similarity=0.58

king monarch 1930, cosine similarity=0.42
king monarch 1940, cosine similarity=0.35
king monarch 1950, cosine similarity=0.44
king monarch 1960, cosine similarity=0.49
king monarch 1970, cosine similarity=0.43
king monarch 1980, cosine similarity=0.45

king ruler 1930, cosine similarity=0.37
king ruler 1940, cosine similarity=0.39
king ruler 1950, cosine similarity=0.42
king ruler 1960, cosine similarity=0.39
king ruler 1970, cosine similarity=0.41
king ruler 1980, cosine similarity=0.35

king kong 1930, cosine similarity=0.08
king kong 1940, cosine similarity=0.08
king kong 1950, cosine similarity=0.11
king kong 1960, cosine similarity=0.08
king kong 1970, cosine similarity=0.05
king kong 1980, cosine similarity=0.05

king crown 1930, cosine similarity=0.38
king crown 1940, cosine similarity=0.39
king crown 1950, cosine similarity=0.40
king crown 1960, cosine similarity=0.43
king crown 1970, cosine similarity=0.38
king crown 1980, cosine similarity=0.42

king powerful 1930, cosine similarity=0.10
king powerful 1940, cosine similarity=0.05
king powerful 1950, cosine similarity=0.06
king powerful 1960, cosine similarity=0.13
king powerful 1970, cosine similarity=0.07
king powerful 1980, cosine similarity=0.14

king prince 1930, cosine similarity=0.54
king prince 1940, cosine similarity=0.54
king prince 1950, cosine similarity=0.53
king prince 1960, cosine similarity=0.51
king prince 1970, cosine similarity=0.52
king prince 1980, cosine similarity=0.46

king royalty 1930, cosine similarity=0.15
king royalty 1940, cosine similarity=0.11
king royalty 1950, cosine similarity=0.18
king royalty 1960, cosine similarity=0.17
king royalty 1970, cosine similarity=0.04
king royalty 1980, cosine similarity=0.10

kingdom king 1930, cosine similarity=0.30
kingdom king 1940, cosine similarity=0.35
kingdom king 1950, cosine similarity=0.34
kingdom king 1960, cosine similarity=0.36
kingdom king 1970, cosine similarity=0.30
kingdom king 1980, cosine similarity=0.35

kingdom animal 1930, cosine similarity=0.23
kingdom animal 1940, cosine similarity=0.23
kingdom animal 1950, cosine similarity=0.19
kingdom animal 1960, cosine similarity=0.15
kingdom animal 1970, cosine similarity=0.17
kingdom animal 1980, cosine similarity=0.16

kingdom come 1930, cosine similarity=0.09
kingdom come 1940, cosine similarity=0.17
kingdom come 1950, cosine similarity=0.13
kingdom come 1960, cosine similarity=0.16
kingdom come 1970, cosine similarity=0.16
kingdom come 1980, cosine similarity=0.14

kingdom castle 1930, cosine similarity=0.14
kingdom castle 1940, cosine similarity=0.09
kingdom castle 1950, cosine similarity=0.11
kingdom castle 1960, cosine similarity=0.07
kingdom castle 1970, cosine similarity=0.09
kingdom castle 1980, cosine similarity=0.15

kingdom power 1930, cosine similarity=0.14
kingdom power 1940, cosine similarity=0.13
kingdom power 1950, cosine similarity=0.20
kingdom power 1960, cosine similarity=0.21
kingdom power 1970, cosine similarity=0.23
kingdom power 1980, cosine similarity=0.23

kingdom magic 1930, cosine similarity=-0.01
kingdom magic 1940, cosine similarity=-0.02
kingdom magic 1950, cosine similarity=-0.07
kingdom magic 1960, cosine similarity=-0.06
kingdom magic 1970, cosine similarity=0.03
kingdom magic 1980, cosine similarity=0.06

kingdom palace 1930, cosine similarity=0.07
kingdom palace 1940, cosine similarity=0.16
kingdom palace 1950, cosine similarity=0.10
kingdom palace 1960, cosine similarity=0.07
kingdom palace 1970, cosine similarity=0.07
kingdom palace 1980, cosine similarity=0.11

kingdom empire 1930, cosine similarity=0.43
kingdom empire 1940, cosine similarity=0.33
kingdom empire 1950, cosine similarity=0.39
kingdom empire 1960, cosine similarity=0.37
kingdom empire 1970, cosine similarity=0.38
kingdom empire 1980, cosine similarity=0.31

kingdom god 1930, cosine similarity=0.30
kingdom god 1940, cosine similarity=0.32
kingdom god 1950, cosine similarity=0.28
kingdom god 1960, cosine similarity=0.31
kingdom god 1970, cosine similarity=0.28
kingdom god 1980, cosine similarity=0.38

kingdom heaven 1930, cosine similarity=0.34
kingdom heaven 1940, cosine similarity=0.41
kingdom heaven 1950, cosine similarity=0.36
kingdom heaven 1960, cosine similarity=0.36
kingdom heaven 1970, cosine similarity=0.37
kingdom heaven 1980, cosine similarity=0.42

kingdom disney 1930, cosine similarity=0.00
kingdom disney 1940, cosine similarity=0.00
kingdom disney 1950, cosine similarity=0.00
kingdom disney 1960, cosine similarity=-0.07
kingdom disney 1970, cosine similarity=0.03
kingdom disney 1980, cosine similarity=0.15

kingdom queen 1930, cosine similarity=0.20
kingdom queen 1940, cosine similarity=0.15
kingdom queen 1950, cosine similarity=0.25
kingdom queen 1960, cosine similarity=0.26
kingdom queen 1970, cosine similarity=0.22
kingdom queen 1980, cosine similarity=0.19

kingdom everything 1930, cosine similarity=-0.01
kingdom everything 1940, cosine similarity=0.02
kingdom everything 1950, cosine similarity=-0.04
kingdom everything 1960, cosine similarity=0.01
kingdom everything 1970, cosine similarity=0.00
kingdom everything 1980, cosine similarity=0.05

kingdom fairytale 1930, cosine similarity=0.00
kingdom fairytale 1940, cosine similarity=0.00
kingdom fairytale 1950, cosine similarity=0.00
kingdom fairytale 1960, cosine similarity=0.00
kingdom fairytale 1970, cosine similarity=0.00
kingdom fairytale 1980, cosine similarity=0.00

kingdom hall 1930, cosine similarity=-0.07
kingdom hall 1940, cosine similarity=-0.03
kingdom hall 1950, cosine similarity=-0.02
kingdom hall 1960, cosine similarity=0.03
kingdom hall 1970, cosine similarity=-0.03
kingdom hall 1980, cosine similarity=-0.03

kingdom lion 1930, cosine similarity=0.09
kingdom lion 1940, cosine similarity=0.17
kingdom lion 1950, cosine similarity=0.11
kingdom lion 1960, cosine similarity=0.13
kingdom lion 1970, cosine similarity=0.13
kingdom lion 1980, cosine similarity=0.17

kingdom mansion 1930, cosine similarity=0.00
kingdom mansion 1940, cosine similarity=0.01
kingdom mansion 1950, cosine similarity=0.07
kingdom mansion 1960, cosine similarity=0.00
kingdom mansion 1970, cosine similarity=0.07
kingdom mansion 1980, cosine similarity=0.07

kingdom ruler 1930, cosine similarity=0.25
kingdom ruler 1940, cosine similarity=0.29
kingdom ruler 1950, cosine similarity=0.33
kingdom ruler 1960, cosine similarity=0.25
kingdom ruler 1970, cosine similarity=0.28
kingdom ruler 1980, cosine similarity=0.31

kingdom territory 1930, cosine similarity=0.20
kingdom territory 1940, cosine similarity=0.21
kingdom territory 1950, cosine similarity=0.28
kingdom territory 1960, cosine similarity=0.28
kingdom territory 1970, cosine similarity=0.21
kingdom territory 1980, cosine similarity=0.24

kingdom united 1930, cosine similarity=0.41
kingdom united 1940, cosine similarity=0.43
kingdom united 1950, cosine similarity=0.44
kingdom united 1960, cosine similarity=0.44
kingdom united 1970, cosine similarity=0.41
kingdom united 1980, cosine similarity=0.46

kingdom world 1930, cosine similarity=0.22
kingdom world 1940, cosine similarity=0.25
kingdom world 1950, cosine similarity=0.26
kingdom world 1960, cosine similarity=0.20
kingdom world 1970, cosine similarity=0.24
kingdom world 1980, cosine similarity=0.30

kiss love 1930, cosine similarity=0.29
kiss love 1940, cosine similarity=0.33
kiss love 1950, cosine similarity=0.29
kiss love 1960, cosine similarity=0.29
kiss love 1970, cosine similarity=0.31
kiss love 1980, cosine similarity=0.35

kiss hug 1930, cosine similarity=0.34
kiss hug 1940, cosine similarity=0.44
kiss hug 1950, cosine similarity=0.41
kiss hug 1960, cosine similarity=0.40
kiss hug 1970, cosine similarity=0.50
kiss hug 1980, cosine similarity=0.50

kiss lip 1930, cosine similarity=0.28
kiss lip 1940, cosine similarity=0.21
kiss lip 1950, cosine similarity=0.19
kiss lip 1960, cosine similarity=0.20
kiss lip 1970, cosine similarity=0.20
kiss lip 1980, cosine similarity=0.23

kiss mouth 1930, cosine similarity=0.20
kiss mouth 1940, cosine similarity=0.20
kiss mouth 1950, cosine similarity=0.22
kiss mouth 1960, cosine similarity=0.22
kiss mouth 1970, cosine similarity=0.29
kiss mouth 1980, cosine similarity=0.29

kiss affection 1930, cosine similarity=0.18
kiss affection 1940, cosine similarity=0.17
kiss affection 1950, cosine similarity=0.22
kiss affection 1960, cosine similarity=0.22
kiss affection 1970, cosine similarity=0.23
kiss affection 1980, cosine similarity=0.19

kiss smooch 1930, cosine similarity=0.00
kiss smooch 1940, cosine similarity=0.00
kiss smooch 1950, cosine similarity=0.00
kiss smooch 1960, cosine similarity=0.00
kiss smooch 1970, cosine similarity=0.00
kiss smooch 1980, cosine similarity=0.00

kiss nice 1930, cosine similarity=0.21
kiss nice 1940, cosine similarity=0.20
kiss nice 1950, cosine similarity=0.20
kiss nice 1960, cosine similarity=0.24
kiss nice 1970, cosine similarity=0.30
kiss nice 1980, cosine similarity=0.27

kiss touch 1930, cosine similarity=0.24
kiss touch 1940, cosine similarity=0.27
kiss touch 1950, cosine similarity=0.28
kiss touch 1960, cosine similarity=0.30
kiss touch 1970, cosine similarity=0.32
kiss touch 1980, cosine similarity=0.35

kiss caress 1930, cosine similarity=0.35
kiss caress 1940, cosine similarity=0.31
kiss caress 1950, cosine similarity=0.35
kiss caress 1960, cosine similarity=0.35
kiss caress 1970, cosine similarity=0.37
kiss caress 1980, cosine similarity=0.40

kiss contact 1930, cosine similarity=0.02
kiss contact 1940, cosine similarity=-0.00
kiss contact 1950, cosine similarity=0.04
kiss contact 1960, cosine similarity=0.09
kiss contact 1970, cosine similarity=0.07
kiss contact 1980, cosine similarity=0.06

kiss french 1930, cosine similarity=-0.15
kiss french 1940, cosine similarity=-0.14
kiss french 1950, cosine similarity=-0.07
kiss french 1960, cosine similarity=-0.05
kiss french 1970, cosine similarity=-0.09
kiss french 1980, cosine similarity=0.01

kiss soft 1930, cosine similarity=0.23
kiss soft 1940, cosine similarity=0.21
kiss soft 1950, cosine similarity=0.25
kiss soft 1960, cosine similarity=0.24
kiss soft 1970, cosine similarity=0.25
kiss soft 1980, cosine similarity=0.27

kiss sweet 1930, cosine similarity=0.33
kiss sweet 1940, cosine similarity=0.31
kiss sweet 1950, cosine similarity=0.37
kiss sweet 1960, cosine similarity=0.36
kiss sweet 1970, cosine similarity=0.38
kiss sweet 1980, cosine similarity=0.33

kit car 1930, cosine similarity=0.16
kit car 1940, cosine similarity=0.15
kit car 1950, cosine similarity=0.08
kit car 1960, cosine similarity=0.04
kit car 1970, cosine similarity=0.06
kit car 1980, cosine similarity=0.12

kit sew 1930, cosine similarity=0.10
kit sew 1940, cosine similarity=0.24
kit sew 1950, cosine similarity=0.05
kit sew 1960, cosine similarity=0.17
kit sew 1970, cosine similarity=0.08
kit sew 1980, cosine similarity=0.08

kit model 1930, cosine similarity=0.09
kit model 1940, cosine similarity=0.10
kit model 1950, cosine similarity=0.08
kit model 1960, cosine similarity=0.08
kit model 1970, cosine similarity=0.05
kit model 1980, cosine similarity=0.05

kit tools 1930, cosine similarity=0.22
kit tools 1940, cosine similarity=0.25
kit tools 1950, cosine similarity=0.22
kit tools 1960, cosine similarity=0.21
kit tools 1970, cosine similarity=0.23
kit tools 1980, cosine similarity=0.26

kit first aid 1930, cosine similarity=0.00
kit first aid 1940, cosine similarity=0.00
kit first aid 1950, cosine similarity=0.00
kit first aid 1960, cosine similarity=0.00
kit first aid 1970, cosine similarity=0.00
kit first aid 1980, cosine similarity=0.00

kit kat 1930, cosine similarity=0.00
kit kat 1940, cosine similarity=0.00
kit kat 1950, cosine similarity=0.00
kit kat 1960, cosine similarity=0.00
kit kat 1970, cosine similarity=0.00
kit kat 1980, cosine similarity=0.00

kit caboodle 1930, cosine similarity=0.00
kit caboodle 1940, cosine similarity=0.00
kit caboodle 1950, cosine similarity=0.00
kit caboodle 1960, cosine similarity=0.00
kit caboodle 1970, cosine similarity=0.00
kit caboodle 1980, cosine similarity=0.00

kit medical 1930, cosine similarity=0.00
kit medical 1940, cosine similarity=0.09
kit medical 1950, cosine similarity=0.09
kit medical 1960, cosine similarity=0.05
kit medical 1970, cosine similarity=-0.00
kit medical 1980, cosine similarity=0.05

kit assemble 1930, cosine similarity=-0.03
kit assemble 1940, cosine similarity=-0.01
kit assemble 1950, cosine similarity=0.02
kit assemble 1960, cosine similarity=-0.07
kit assemble 1970, cosine similarity=0.05
kit assemble 1980, cosine similarity=-0.03

kit airplane 1930, cosine similarity=0.03
kit airplane 1940, cosine similarity=0.04
kit airplane 1950, cosine similarity=0.06
kit airplane 1960, cosine similarity=0.08
kit airplane 1970, cosine similarity=0.07
kit airplane 1980, cosine similarity=0.09

kit case 1930, cosine similarity=-0.01
kit case 1940, cosine similarity=-0.01
kit case 1950, cosine similarity=-0.07
kit case 1960, cosine similarity=-0.01
kit case 1970, cosine similarity=-0.01
kit case 1980, cosine similarity=0.02

kit kitten 1930, cosine similarity=0.19
kit kitten 1940, cosine similarity=0.13
kit kitten 1950, cosine similarity=0.17
kit kitten 1960, cosine similarity=0.17
kit kitten 1970, cosine similarity=0.18
kit kitten 1980, cosine similarity=0.13

kit box 1930, cosine similarity=0.12
kit box 1940, cosine similarity=0.23
kit box 1950, cosine similarity=0.12
kit box 1960, cosine similarity=0.15
kit box 1970, cosine similarity=0.12
kit box 1980, cosine similarity=0.20

kit cat 1930, cosine similarity=0.26
kit cat 1940, cosine similarity=0.27
kit cat 1950, cosine similarity=0.26
kit cat 1960, cosine similarity=0.28
kit cat 1970, cosine similarity=0.17
kit cat 1980, cosine similarity=0.20

kit drums 1930, cosine similarity=0.10
kit drums 1940, cosine similarity=0.08
kit drums 1950, cosine similarity=0.09
kit drums 1960, cosine similarity=0.02
kit drums 1970, cosine similarity=0.05
kit drums 1980, cosine similarity=0.02

kit ensemble 1930, cosine similarity=0.11
kit ensemble 1940, cosine similarity=0.04
kit ensemble 1950, cosine similarity=0.04
kit ensemble 1960, cosine similarity=0.08
kit ensemble 1970, cosine similarity=-0.07
kit ensemble 1980, cosine similarity=0.02

kit fix 1930, cosine similarity=-0.08
kit fix 1940, cosine similarity=-0.12
kit fix 1950, cosine similarity=-0.04
kit fix 1960, cosine similarity=-0.06
kit fix 1970, cosine similarity=0.02
kit fix 1980, cosine similarity=-0.05

kit knight rider 1930, cosine similarity=0.00
kit knight rider 1940, cosine similarity=0.00
kit knight rider 1950, cosine similarity=0.00
kit knight rider 1960, cosine similarity=0.00
kit knight rider 1970, cosine similarity=0.00
kit knight rider 1980, cosine similarity=0.00

kit package 1930, cosine similarity=0.06
kit package 1940, cosine similarity=0.06
kit package 1950, cosine similarity=0.10
kit package 1960, cosine similarity=0.12
kit package 1970, cosine similarity=0.14
kit package 1980, cosine similarity=0.20

kitchen cook 1930, cosine similarity=0.32
kitchen cook 1940, cosine similarity=0.29
kitchen cook 1950, cosine similarity=0.31
kitchen cook 1960, cosine similarity=0.28
kitchen cook 1970, cosine similarity=0.26
kitchen cook 1980, cosine similarity=0.24

kitchen sink 1930, cosine similarity=0.22
kitchen sink 1940, cosine similarity=0.26
kitchen sink 1950, cosine similarity=0.34
kitchen sink 1960, cosine similarity=0.32
kitchen sink 1970, cosine similarity=0.35
kitchen sink 1980, cosine similarity=0.42

kitchen food 1930, cosine similarity=0.19
kitchen food 1940, cosine similarity=0.21
kitchen food 1950, cosine similarity=0.21
kitchen food 1960, cosine similarity=0.20
kitchen food 1970, cosine similarity=0.22
kitchen food 1980, cosine similarity=0.18

kitchen stove 1930, cosine similarity=0.48
kitchen stove 1940, cosine similarity=0.52
kitchen stove 1950, cosine similarity=0.56
kitchen stove 1960, cosine similarity=0.53
kitchen stove 1970, cosine similarity=0.54
kitchen stove 1980, cosine similarity=0.55

kitchen appliance 1930, cosine similarity=-0.02
kitchen appliance 1940, cosine similarity=-0.00
kitchen appliance 1950, cosine similarity=0.08
kitchen appliance 1960, cosine similarity=0.07
kitchen appliance 1970, cosine similarity=0.11
kitchen appliance 1980, cosine similarity=0.09

kitchen dining room 1930, cosine similarity=0.00
kitchen dining room 1940, cosine similarity=0.00
kitchen dining room 1950, cosine similarity=0.00
kitchen dining room 1960, cosine similarity=0.00
kitchen dining room 1970, cosine similarity=0.00
kitchen dining room 1980, cosine similarity=0.00

kitchen room 1930, cosine similarity=0.60
kitchen room 1940, cosine similarity=0.60
kitchen room 1950, cosine similarity=0.61
kitchen room 1960, cosine similarity=0.64
kitchen room 1970, cosine similarity=0.60
kitchen room 1980, cosine similarity=0.63

kitchen floor 1930, cosine similarity=0.34
kitchen floor 1940, cosine similarity=0.39
kitchen floor 1950, cosine similarity=0.39
kitchen floor 1960, cosine similarity=0.38
kitchen floor 1970, cosine similarity=0.38
kitchen floor 1980, cosine similarity=0.42

kitchen utensil 1930, cosine similarity=0.00
kitchen utensil 1940, cosine similarity=0.00
kitchen utensil 1950, cosine similarity=0.00
kitchen utensil 1960, cosine similarity=0.00
kitchen utensil 1970, cosine similarity=0.00
kitchen utensil 1980, cosine similarity=0.00

kitchen cabinet 1930, cosine similarity=0.20
kitchen cabinet 1940, cosine similarity=0.21
kitchen cabinet 1950, cosine similarity=0.20
kitchen cabinet 1960, cosine similarity=0.29
kitchen cabinet 1970, cosine similarity=0.19
kitchen cabinet 1980, cosine similarity=0.19

kitchen counter 1930, cosine similarity=0.12
kitchen counter 1940, cosine similarity=0.18
kitchen counter 1950, cosine similarity=0.23
kitchen counter 1960, cosine similarity=0.21
kitchen counter 1970, cosine similarity=0.20
kitchen counter 1980, cosine similarity=0.25

kitchen bathroom 1930, cosine similarity=0.56
kitchen bathroom 1940, cosine similarity=0.57
kitchen bathroom 1950, cosine similarity=0.66
kitchen bathroom 1960, cosine similarity=0.59
kitchen bathroom 1970, cosine similarity=0.63
kitchen bathroom 1980, cosine similarity=0.65

kitchen clean 1930, cosine similarity=0.25
kitchen clean 1940, cosine similarity=0.25
kitchen clean 1950, cosine similarity=0.22
kitchen clean 1960, cosine similarity=0.19
kitchen clean 1970, cosine similarity=0.27
kitchen clean 1980, cosine similarity=0.26

kitchen door 1930, cosine similarity=0.49
kitchen door 1940, cosine similarity=0.53
kitchen door 1950, cosine similarity=0.53
kitchen door 1960, cosine similarity=0.49
kitchen door 1970, cosine similarity=0.50
kitchen door 1980, cosine similarity=0.51

kitchen house 1930, cosine similarity=0.41
kitchen house 1940, cosine similarity=0.38
kitchen house 1950, cosine similarity=0.32
kitchen house 1960, cosine similarity=0.31
kitchen house 1970, cosine similarity=0.32
kitchen house 1980, cosine similarity=0.31

kitchen knife 1930, cosine similarity=0.24
kitchen knife 1940, cosine similarity=0.24
kitchen knife 1950, cosine similarity=0.26
kitchen knife 1960, cosine similarity=0.27
kitchen knife 1970, cosine similarity=0.29
kitchen knife 1980, cosine similarity=0.29

kitchen pot 1930, cosine similarity=0.37
kitchen pot 1940, cosine similarity=0.34
kitchen pot 1950, cosine similarity=0.29
kitchen pot 1960, cosine similarity=0.34
kitchen pot 1970, cosine similarity=0.32
kitchen pot 1980, cosine similarity=0.34

kitchen table 1930, cosine similarity=0.37
kitchen table 1940, cosine similarity=0.35
kitchen table 1950, cosine similarity=0.34
kitchen table 1960, cosine similarity=0.36
kitchen table 1970, cosine similarity=0.39
kitchen table 1980, cosine similarity=0.39

kitchen bedroom 1930, cosine similarity=0.67
kitchen bedroom 1940, cosine similarity=0.68
kitchen bedroom 1950, cosine similarity=0.66
kitchen bedroom 1960, cosine similarity=0.68
kitchen bedroom 1970, cosine similarity=0.62
kitchen bedroom 1980, cosine similarity=0.70

kitchen dish 1930, cosine similarity=0.33
kitchen dish 1940, cosine similarity=0.34
kitchen dish 1950, cosine similarity=0.29
kitchen dish 1960, cosine similarity=0.36
kitchen dish 1970, cosine similarity=0.36
kitchen dish 1980, cosine similarity=0.33

kitchen eat 1930, cosine similarity=0.25
kitchen eat 1940, cosine similarity=0.28
kitchen eat 1950, cosine similarity=0.27
kitchen eat 1960, cosine similarity=0.32
kitchen eat 1970, cosine similarity=0.34
kitchen eat 1980, cosine similarity=0.30

kitchen galley 1930, cosine similarity=0.24
kitchen galley 1940, cosine similarity=0.38
kitchen galley 1950, cosine similarity=0.30
kitchen galley 1960, cosine similarity=0.23
kitchen galley 1970, cosine similarity=0.16
kitchen galley 1980, cosine similarity=0.19

kite fly 1930, cosine similarity=0.23
kite fly 1940, cosine similarity=0.31
kite fly 1950, cosine similarity=0.33
kite fly 1960, cosine similarity=0.31
kite fly 1970, cosine similarity=0.33
kite fly 1980, cosine similarity=0.28

kite string 1930, cosine similarity=0.25
kite string 1940, cosine similarity=0.29
kite string 1950, cosine similarity=0.24
kite string 1960, cosine similarity=0.24
kite string 1970, cosine similarity=0.21
kite string 1980, cosine similarity=0.24

kite sky 1930, cosine similarity=0.25
kite sky 1940, cosine similarity=0.23
kite sky 1950, cosine similarity=0.20
kite sky 1960, cosine similarity=0.20
kite sky 1970, cosine similarity=0.23
kite sky 1980, cosine similarity=0.22

kite wind 1930, cosine similarity=0.20
kite wind 1940, cosine similarity=0.23
kite wind 1950, cosine similarity=0.24
kite wind 1960, cosine similarity=0.23
kite wind 1970, cosine similarity=0.19
kite wind 1980, cosine similarity=0.23

kite tail 1930, cosine similarity=0.34
kite tail 1940, cosine similarity=0.31
kite tail 1950, cosine similarity=0.27
kite tail 1960, cosine similarity=0.28
kite tail 1970, cosine similarity=0.26
kite tail 1980, cosine similarity=0.23

kite high 1930, cosine similarity=0.11
kite high 1940, cosine similarity=0.19
kite high 1950, cosine similarity=0.11
kite high 1960, cosine similarity=0.01
kite high 1970, cosine similarity=0.19
kite high 1980, cosine similarity=0.16

kite paper 1930, cosine similarity=0.09
kite paper 1940, cosine similarity=0.13
kite paper 1950, cosine similarity=0.02
kite paper 1960, cosine similarity=0.07
kite paper 1970, cosine similarity=-0.06
kite paper 1980, cosine similarity=-0.06

kite bird 1930, cosine similarity=0.20
kite bird 1940, cosine similarity=0.30
kite bird 1950, cosine similarity=0.22
kite bird 1960, cosine similarity=0.27
kite bird 1970, cosine similarity=0.24
kite bird 1980, cosine similarity=0.32

kitten cat 1930, cosine similarity=0.37
kitten cat 1940, cosine similarity=0.37
kitten cat 1950, cosine similarity=0.36
kitten cat 1960, cosine similarity=0.30
kitten cat 1970, cosine similarity=0.37
kitten cat 1980, cosine similarity=0.35

kitten puppy 1930, cosine similarity=0.40
kitten puppy 1940, cosine similarity=0.41
kitten puppy 1950, cosine similarity=0.43
kitten puppy 1960, cosine similarity=0.37
kitten puppy 1970, cosine similarity=0.35
kitten puppy 1980, cosine similarity=0.31

kitten soft 1930, cosine similarity=0.27
kitten soft 1940, cosine similarity=0.22
kitten soft 1950, cosine similarity=0.31
kitten soft 1960, cosine similarity=0.17
kitten soft 1970, cosine similarity=0.18
kitten soft 1980, cosine similarity=0.14

kitten cute 1930, cosine similarity=0.27
kitten cute 1940, cosine similarity=0.27
kitten cute 1950, cosine similarity=0.10
kitten cute 1960, cosine similarity=0.15
kitten cute 1970, cosine similarity=0.16
kitten cute 1980, cosine similarity=0.12

kitten play 1930, cosine similarity=0.15
kitten play 1940, cosine similarity=0.18
kitten play 1950, cosine similarity=0.11
kitten play 1960, cosine similarity=0.11
kitten play 1970, cosine similarity=0.14
kitten play 1980, cosine similarity=0.12

kitten pussy 1930, cosine similarity=0.32
kitten pussy 1940, cosine similarity=0.00
kitten pussy 1950, cosine similarity=0.33
kitten pussy 1960, cosine similarity=0.36
kitten pussy 1970, cosine similarity=0.22
kitten pussy 1980, cosine similarity=0.38

kiwi fruit 1930, cosine similarity=0.00
kiwi fruit 1940, cosine similarity=0.00
kiwi fruit 1950, cosine similarity=0.00
kiwi fruit 1960, cosine similarity=0.00
kiwi fruit 1970, cosine similarity=0.00
kiwi fruit 1980, cosine similarity=0.00

kiwi bird 1930, cosine similarity=0.00
kiwi bird 1940, cosine similarity=0.00
kiwi bird 1950, cosine similarity=0.00
kiwi bird 1960, cosine similarity=0.00
kiwi bird 1970, cosine similarity=0.00
kiwi bird 1980, cosine similarity=0.00

kiwi drink 1930, cosine similarity=0.00
kiwi drink 1940, cosine similarity=0.00
kiwi drink 1950, cosine similarity=0.00
kiwi drink 1960, cosine similarity=0.00
kiwi drink 1970, cosine similarity=0.00
kiwi drink 1980, cosine similarity=0.00

kiwi strawberry 1930, cosine similarity=0.00
kiwi strawberry 1940, cosine similarity=0.00
kiwi strawberry 1950, cosine similarity=0.00
kiwi strawberry 1960, cosine similarity=0.00
kiwi strawberry 1970, cosine similarity=0.00
kiwi strawberry 1980, cosine similarity=0.00

kiwi green 1930, cosine similarity=0.00
kiwi green 1940, cosine similarity=0.00
kiwi green 1950, cosine similarity=0.00
kiwi green 1960, cosine similarity=0.00
kiwi green 1970, cosine similarity=0.00
kiwi green 1980, cosine similarity=0.00

kiwi juice 1930, cosine similarity=0.00
kiwi juice 1940, cosine similarity=0.00
kiwi juice 1950, cosine similarity=0.00
kiwi juice 1960, cosine similarity=0.00
kiwi juice 1970, cosine similarity=0.00
kiwi juice 1980, cosine similarity=0.00

kleenex tissue 1930, cosine similarity=0.00
kleenex tissue 1940, cosine similarity=0.00
